row_index,decision_id,disposition,episode_id,fit_exclusion,graph_available,group_id,label_future_failure,prefix_hash,scalar_fit_mask,scalar_probability,split,task_id
94,collection-made-697302908b2dbfc7e18e9ee0:d0000003-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,f11292cea1135cce6ced037cd84e0264e06abb450b859d8d36c9a2024d7d302e,True,0.5009109377861023,dev,Al-Pd-Sm
95,collection-made-697302908b2dbfc7e18e9ee0:d0000004-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,7e7f16b83afb76775306515a0ffab41ffbaebf5330a1378bdc52fcc607155dab,True,0.5009171962738037,dev,Al-Pd-Sm
96,collection-made-697302908b2dbfc7e18e9ee0:d0000005-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,6e9e712e13af05c566995cd4413419b9c8ee3425bfedd969a2120f7c806141ca,True,0.5009098052978516,dev,Al-Pd-Sm
97,collection-made-697302908b2dbfc7e18e9ee0:d0000006-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,011f90c37d89b17b48eeb248a81128ca91168389ebce0a91e3964885c8343f44,True,0.500912606716156,dev,Al-Pd-Sm
98,collection-made-697302908b2dbfc7e18e9ee0:d0000007-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,afd038fb2199a9b9d2b3efc5ba291590cc564e59783a420d559dfcee99555729,True,0.500870406627655,dev,Al-Pd-Sm
99,collection-made-697302908b2dbfc7e18e9ee0:d0000008-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,3ad0f94f0970a4129845bfb84c5d792805843eca4419be86eba4a833c6bc200b,True,0.5007544159889221,dev,Al-Pd-Sm
100,collection-made-697302908b2dbfc7e18e9ee0:d0000009-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,aa515a809cb0187c040f6d6d78010f28dc9f18812d7772fd482a5b87e78a1d69,True,0.5007402896881104,dev,Al-Pd-Sm
101,collection-made-697302908b2dbfc7e18e9ee0:d0000010-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,662dc695ca76b7d241a6a0b29098f6b734aefa053209d322e4d3b427d3f62811,True,0.49989059567451477,dev,Al-Pd-Sm
102,collection-made-697302908b2dbfc7e18e9ee0:d0000011-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,d4d02668ce6272725bcf802ec4206be161dedc73a25494f508038682be6bf743,True,0.49978241324424744,dev,Al-Pd-Sm
103,collection-made-697302908b2dbfc7e18e9ee0:d0000012-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,da69f39eb3379ac421beacdbc7aab19903c3939b0acec6c26cc19fd35ab3f233,True,0.4998018443584442,dev,Al-Pd-Sm
104,collection-made-697302908b2dbfc7e18e9ee0:d0000013-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,761083f5a557579b53bf13b6eb36049907df90aa97fc3fea5703d100bb13d628,True,0.4997359812259674,dev,Al-Pd-Sm
105,collection-made-697302908b2dbfc7e18e9ee0:d0000014-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,46b462fed6839284c144712dc7cde6aefafbfbacb92687356b9ae894472c68f2,True,0.4998702108860016,dev,Al-Pd-Sm
106,collection-made-697302908b2dbfc7e18e9ee0:d0000015-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,faac90b54ef1efa682fb1d9c5ec8c0bf9633146f3ab05933ed37bbcf1ce0cfa5,True,0.499759316444397,dev,Al-Pd-Sm
107,collection-made-697302908b2dbfc7e18e9ee0:d0000016-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,57521ca4c78c70fe492d0e52f3a33530c3a4535337950bdfcef2bc77863dfa42,True,0.4997348487377167,dev,Al-Pd-Sm
108,collection-made-697302908b2dbfc7e18e9ee0:d0000017-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,cf3dee3a335728027a2f20f824d05ea06f45fe03145a72878f257c877512ff44,True,0.4997650384902954,dev,Al-Pd-Sm
109,collection-made-697302908b2dbfc7e18e9ee0:d0000018-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,2bd43d9f8a5e6c1743a13d5a9f78941e00e69adcc3ecd5bd1294607f2571f327,True,0.4998278021812439,dev,Al-Pd-Sm
110,collection-made-697302908b2dbfc7e18e9ee0:d0000019-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,e222fbd6459cb15635dccf255672a49f5792f2f171539021e824999777524376,True,0.49970531463623047,dev,Al-Pd-Sm
111,collection-made-697302908b2dbfc7e18e9ee0:d0000020-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,dac14220fea1f162a49eae353faf92e678b97e35c9ddcf1812e49b6b6ded3907,True,0.4998498558998108,dev,Al-Pd-Sm
112,collection-made-697302908b2dbfc7e18e9ee0:d0000021-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,d135d9f47e85a2712dd0795a0969b0bf437c66d093cf05fc23934dda7793e3fc,True,0.4996612071990967,dev,Al-Pd-Sm
113,collection-made-697302908b2dbfc7e18e9ee0:d0000022-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,384d780eefb41eb217c74457ce248c377ec569a67931f2cf4feda1d6b9d95588,True,0.4997686743736267,dev,Al-Pd-Sm
114,collection-made-697302908b2dbfc7e18e9ee0:d0000023-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,1939335477869987d3265393533a9c7391adde5f39d060e918e542c037c7e01c,True,0.4996742308139801,dev,Al-Pd-Sm
115,collection-made-697302908b2dbfc7e18e9ee0:d0000024-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,8e67a9177405847e445c308f7d268202a1807c1ec566391fe0627e28c8aaad48,True,0.4997299015522003,dev,Al-Pd-Sm
116,collection-made-697302908b2dbfc7e18e9ee0:d0000025-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,2934c05dc22cb43447eabdd4b95648f0b0470e3f2255db5e395e1c6cd8586491,True,0.4997842609882355,dev,Al-Pd-Sm
117,collection-made-697302908b2dbfc7e18e9ee0:d0000026-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,648a01ee9ef98f7161fa3097222da05edbaa0d1dbbbab2a9bd8bfc91d2cc6aee,True,0.4998268485069275,dev,Al-Pd-Sm
118,collection-made-697302908b2dbfc7e18e9ee0:d0000027-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,fa83cf88e2d0d5ced288714083f82d96d5fc1a994db611736500acdb0fd7963a,True,0.49956098198890686,dev,Al-Pd-Sm
119,collection-made-697302908b2dbfc7e18e9ee0:d0000028-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,a8d31a81dc62e9ee48f0846c027a01a781c373c5ee7e594450e86e85fa320c03,True,0.5000407099723816,dev,Al-Pd-Sm
120,collection-made-697302908b2dbfc7e18e9ee0:d0000029-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,038bd87a01ba472fa36b9204968318fde3b18b766bb4235536034f8d40007e05,True,0.49983102083206177,dev,Al-Pd-Sm
121,collection-made-697302908b2dbfc7e18e9ee0:d0000030-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,487510d10dba728d587c9c2e1378132fede23472377d43ab82059e4ec2020dcf,True,0.4997306168079376,dev,Al-Pd-Sm
122,collection-made-697302908b2dbfc7e18e9ee0:d0000031-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,97cb3b6ed8f73d4c9e5f4ebc693e06b8d2b9dc22878223affbbf4bfdb340b598,True,0.4997537136077881,dev,Al-Pd-Sm
123,collection-made-697302908b2dbfc7e18e9ee0:d0000032-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,9de5e3da92ab7b94c21426407a7efdb436982682c911df741ee8e9a211d066ab,True,0.499862402677536,dev,Al-Pd-Sm
124,collection-made-697302908b2dbfc7e18e9ee0:d0000033-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,174033049b54db47ac24a506b6d76b4d3f96682568041e8ff5cf62cd94eb2979,True,0.4997822344303131,dev,Al-Pd-Sm
125,collection-made-697302908b2dbfc7e18e9ee0:d0000034-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,674d97a8408b21b500ca94cabaa01d61e488fc727c2c69e14f6d9d5d9e0ef559,True,0.4998178482055664,dev,Al-Pd-Sm
126,collection-made-697302908b2dbfc7e18e9ee0:d0000035-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,b1a15074012e01ddd426916dd7020b4651557b092342c57b52f653309509df2c,True,0.49964964389801025,dev,Al-Pd-Sm
127,collection-made-697302908b2dbfc7e18e9ee0:d0000036-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,37e64842919c6b8bde71161fbd42e8b496a7bacfc6d6a4136c0a35230fcb95e4,True,0.4997707009315491,dev,Al-Pd-Sm
128,collection-made-697302908b2dbfc7e18e9ee0:d0000037-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,53a80214d5f7e713e7dd1b6891da23ccf07d3c630121c193faa621e4d5b07c3f,True,0.49971193075180054,dev,Al-Pd-Sm
129,collection-made-697302908b2dbfc7e18e9ee0:d0000038-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,a840e98081e940df694e7bfb6df6d0431701c34370e0c6031ae73c571bc8551b,True,0.49977967143058777,dev,Al-Pd-Sm
130,collection-made-697302908b2dbfc7e18e9ee0:d0000039-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,8ac3e6eddf47ffb638a20e05227c1229447acdca0989d0ea632acfac27becd02,True,0.4998634159564972,dev,Al-Pd-Sm
131,collection-made-697302908b2dbfc7e18e9ee0:d0000040-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,0e87b63e3cf7761981a0e4a8155d6d2531aced4a75659e9a59566158c2e12c66,True,0.4997159540653229,dev,Al-Pd-Sm
132,collection-made-697302908b2dbfc7e18e9ee0:d0000041-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,17b76539de559b04bfa03a712bfe2fcb2b69c0609f5f5222384ca056f56db72a,True,0.4998820126056671,dev,Al-Pd-Sm
133,collection-made-697302908b2dbfc7e18e9ee0:d0000042-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,a6da97284c0d3f79034c723fb4ff09331e0ec12c15fcf59024c561359a9f35ca,True,0.4997076988220215,dev,Al-Pd-Sm
134,collection-made-697302908b2dbfc7e18e9ee0:d0000043-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,bed202f36d87e209653ff8a0b852a92fe204d724dc717ca53a8084248ff9c218,True,0.49976062774658203,dev,Al-Pd-Sm
135,collection-made-697302908b2dbfc7e18e9ee0:d0000044-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,163e4348cd5112bbf056e3bdd1f4c969b99ab0ee88837b2547fc98c8aa66cbd4,True,0.4999232888221741,dev,Al-Pd-Sm
136,collection-made-697302908b2dbfc7e18e9ee0:d0000045-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,bd00a4a16db9f60d1fc9318d6d97cc3e64ccb484b86265f6febf7065c0631368,True,0.49972155690193176,dev,Al-Pd-Sm
137,collection-made-697302908b2dbfc7e18e9ee0:d0000046-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,f342f77f339d89ddab0a73f7f4b11e87a15ebaa7d7a2c1d76fc1827b689b885f,True,0.4996948838233948,dev,Al-Pd-Sm
138,collection-made-697302908b2dbfc7e18e9ee0:d0000047-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,8f3696594731cb7037f07cc4edee36000fe2b9fe91a2b00551b9334006d503d9,True,0.4998822510242462,dev,Al-Pd-Sm
139,collection-made-697302908b2dbfc7e18e9ee0:d0000048-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,fd1968fe282c70a79a4e57c9eb1e6ed3d95d54b8d4710e4c9fefcee7dc1d1567,True,0.49976277351379395,dev,Al-Pd-Sm
140,collection-made-697302908b2dbfc7e18e9ee0:d0000049-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,42af5519dbc7790f8749f94fb1e43599cf54da36cda1ecfb03f71cd1b92a0f4a,True,0.4997303783893585,dev,Al-Pd-Sm
141,collection-made-697302908b2dbfc7e18e9ee0:d0000050-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,cad820d08e5291e60eea938e6720750bda21e7d8fdcc0edb3577a74fa9063ee7,True,0.49985769391059875,dev,Al-Pd-Sm
142,collection-made-697302908b2dbfc7e18e9ee0:d0000051-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,601f1bfa32d62312ec7f98215eab26d2a0cfb049fe3c5339d443a5afdb5fada6,True,0.4999328851699829,dev,Al-Pd-Sm
143,collection-made-697302908b2dbfc7e18e9ee0:d0000052-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,6a4b5dd5e1ef968ae5a00cacc9a882c0185c08d8a8ac112964448281ab7e650e,True,0.5008572340011597,dev,Al-Pd-Sm
144,collection-made-697302908b2dbfc7e18e9ee0:d0000053-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,56527ab6bc745d039df0d99ccee0f7ec3f6e09aab21786e1ccd10655fb9af465,True,0.5008349418640137,dev,Al-Pd-Sm
145,collection-made-697302908b2dbfc7e18e9ee0:d0000054-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,b2e95b59b88b232d51e3824ef087bb2e2e754d8494b2074e68c83d49a2d71be5,True,0.5005219578742981,dev,Al-Pd-Sm
146,collection-made-697302908b2dbfc7e18e9ee0:d0000055-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,ebaf8ee24abf159c7dfde6e72f7e2b74e9950d22362a34b9d69a49bde19ab859,True,0.49998342990875244,dev,Al-Pd-Sm
147,collection-made-697302908b2dbfc7e18e9ee0:d0000056-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,ce67dd2f0f38e17d3ddfce303aedb18bf249ee5a7fea9cacbd73b8203c27fab9,True,0.49996066093444824,dev,Al-Pd-Sm
148,collection-made-697302908b2dbfc7e18e9ee0:d0000057-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,c421661c5f2f18e6edc0b2ea186345d6e20b58f09d959a4ca04b34840167a2d8,True,0.49995267391204834,dev,Al-Pd-Sm
149,collection-made-697302908b2dbfc7e18e9ee0:d0000058-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,e68f502044dcd859100e94e012f7b85dd5fd110aa203b2a22bec59907318d820,True,0.49979111552238464,dev,Al-Pd-Sm
150,collection-made-697302908b2dbfc7e18e9ee0:d0000059-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,15496dec7f8265d2b6a94ac46227f494aae71679ef8779fa3f9ef53c83098e12,True,0.4999120533466339,dev,Al-Pd-Sm
151,collection-made-697302908b2dbfc7e18e9ee0:d0000060-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,a54bed287808e22f0dc97d251b0d1e5946bef8491670f6c80042013414a6b8b9,True,0.49988994002342224,dev,Al-Pd-Sm
152,collection-made-697302908b2dbfc7e18e9ee0:d0000061-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,8e922e394eb8d4e2493fc97958f281bafe771b59f99c3ad809c560efe2c84993,True,0.49984002113342285,dev,Al-Pd-Sm
153,collection-made-697302908b2dbfc7e18e9ee0:d0000062-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,6eb881a4f1d71843f76a3bd1344df6435dccfc7ed0fa44dbab8dd552105b1ca3,True,0.4999748468399048,dev,Al-Pd-Sm
154,collection-made-697302908b2dbfc7e18e9ee0:d0000063-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,553269d823a07c13e9e3ebd880dbf12cba846be1dd61c9fee6a174dadf13a851,True,0.49986985325813293,dev,Al-Pd-Sm
155,collection-made-697302908b2dbfc7e18e9ee0:d0000064-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,a298497dcd8950e0db93813be0403710bf90ca057d7dc57b1d620617cedc7c07,True,0.4999745488166809,dev,Al-Pd-Sm
156,collection-made-697302908b2dbfc7e18e9ee0:d0000065-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,f641c303b7a76fcd46fdcbd3dc9bc96424c737987898f41e6cf016112f1f6473,True,0.4999220371246338,dev,Al-Pd-Sm
157,collection-made-697302908b2dbfc7e18e9ee0:d0000066-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,bce80f503eeafdd6794b53da07929ccd8aaa464c152c1af1e49b59db5b1c846c,True,0.49990829825401306,dev,Al-Pd-Sm
158,collection-made-697302908b2dbfc7e18e9ee0:d0000067-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,05a84d994e1ff272b91afa9f5b1ac6c8774b67347e5769829d11700b6052f78d,True,0.49986615777015686,dev,Al-Pd-Sm
159,collection-made-697302908b2dbfc7e18e9ee0:d0000068-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,124461f46b6de6f462df6eadfd7a4780f0de07bd2527a9e637aa72165fb219e6,True,0.4998891055583954,dev,Al-Pd-Sm
160,collection-made-697302908b2dbfc7e18e9ee0:d0000069-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,4e265edfe9979cbf3ed0660a775db9a43400722c3e126a4673f959a6e608c00a,True,0.499947726726532,dev,Al-Pd-Sm
161,collection-made-697302908b2dbfc7e18e9ee0:d0000070-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,2126b0788748299d0ef29c9454e2631bd0152834ee0dfb1ff0509c51fe006561,True,0.4999324083328247,dev,Al-Pd-Sm
162,collection-made-697302908b2dbfc7e18e9ee0:d0000071-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,206940d80507d9ba6ac7a834592c326083defbc8ad9afc31df09a6e4a51586fc,True,0.5002497434616089,dev,Al-Pd-Sm
163,collection-made-697302908b2dbfc7e18e9ee0:d0000072-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,9c29b94ca819329fd96c38f30d838c7d2b44641fb8d6342e160ef5fc66a411df,True,0.5004152059555054,dev,Al-Pd-Sm
164,collection-made-697302908b2dbfc7e18e9ee0:d0000073-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,c8ca1a17b112b9433ab020e1a1e3c612b6e8185f499b2f4e8062cddcb072beef,True,0.5004994869232178,dev,Al-Pd-Sm
165,collection-made-697302908b2dbfc7e18e9ee0:d0000074-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,5acc8bb31ab12c32058d174980ff8cea69b764bfd20913eccc86223cff5e36aa,True,0.500403642654419,dev,Al-Pd-Sm
166,collection-made-697302908b2dbfc7e18e9ee0:d0000075-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,e7b9ed31794da6b74c73ec85a2ae1e1d8e7373603da6ca29ef7f576446988578,True,0.5001600384712219,dev,Al-Pd-Sm
167,collection-made-697302908b2dbfc7e18e9ee0:d0000076-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,d4d0288fd66d5a5301e7860aaa2c0d50039fde40093fa3b4b41b80d494aa4c53,True,0.5002008676528931,dev,Al-Pd-Sm
168,collection-made-697302908b2dbfc7e18e9ee0:d0000077-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,320d44d26d20fc3e96be0b92f2f764e0f4e64367e57f35b17ce4f41ce0c2606e,True,0.5001634955406189,dev,Al-Pd-Sm
169,collection-made-697302908b2dbfc7e18e9ee0:d0000078-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,9b9b591204a37df7463f0f6ab5899a820379c0f785231615c00d4b9a26ca43dc,True,0.5001842379570007,dev,Al-Pd-Sm
170,collection-made-697302908b2dbfc7e18e9ee0:d0000079-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,af03f1dccb6dca48406e9e785fb159bbabb0417ddfaa4a8bd15962713618f032,True,0.50015789270401,dev,Al-Pd-Sm
171,collection-made-697302908b2dbfc7e18e9ee0:d0000080-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,0,78eb037350263581effb77bb5eb100dc67d99ed3681077f3fa5fb1c6091b383b,True,0.5002352595329285,dev,Al-Pd-Sm
172,collection-made-697302908b2dbfc7e18e9ee0:d0000081-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,d399a33c3edca7c2d778c09da5e6d069bbb1d43b01a3e37bb0c70f4e9f833fd4,True,0.5000656247138977,dev,Al-Pd-Sm
173,collection-made-697302908b2dbfc7e18e9ee0:d0000082-c0,executed,collection-made-697302908b2dbfc7e18e9ee0:episode:0,,True,Al-Pd-Sm,1,f1eca5803b93bdeabce3c88799b205a97338b6afe9d53f98a8d3a9b9319fa805,True,0.5006016492843628,dev,Al-Pd-Sm
174,collection-made-842d23cafa43e4f28a139ee9:d0000000-c0,invalid_not_executed,collection-made-842d23cafa43e4f28a139ee9:episode:0,,False,Al-Au-Hf,,3e81df8b60b38c1854432bd9774b2ee35beca93593bef397b0f381130144d162,False,0.49878376722335815,train,Al-Au-Hf
175,collection-made-842d23cafa43e4f28a139ee9:d0000000-c1,invalid_not_executed,collection-made-842d23cafa43e4f28a139ee9:episode:0,,True,Al-Au-Hf,,f322997ea1f447ee2a13ca3a76912fed9f91a81aa9eb2c7e6a34bb3e815d4227,False,0.4996054768562317,train,Al-Au-Hf
176,collection-made-842d23cafa43e4f28a139ee9:d0000001-c0,executed,collection-made-842d23cafa43e4f28a139ee9:episode:0,,True,Al-Au-Hf,0,05638bc83d034b3f7e175492bcde2fd56836f5e7d86f96f0219e1a76d2c91e38,True,0.49927079677581787,train,Al-Au-Hf
177,collection-made-842d23cafa43e4f28a139ee9:d0000002-c0,executed,collection-made-842d23cafa43e4f28a139ee9:episode:0,,True,Al-Au-Hf,0,c9313073399095d0c49858abee9ed374a29594112ed679d0597e8b98945e9eaf,True,0.5006342530250549,train,Al-Au-Hf
178,collection-made-842d23cafa43e4f28a139ee9:d0000003-c0,executed,collection-made-842d23cafa43e4f28a139ee9:episode:0,,True,Al-Au-Hf,1,6ee34f1f04f13eeed5fa0a9b4a9020a983024d9a2f9d6e7d2170b64a2cf14eaf,True,0.5005853176116943,train,Al-Au-Hf
179,collection-made-842d23cafa43e4f28a139ee9:d0000004-c0,executed,collection-made-842d23cafa43e4f28a139ee9:episode:0,,True,Al-Au-Hf,1,ca318aec0e108b173bae53a7277cbf5b4a00e6fa0aec2cd4d672477c9939eb36,True,0.5007490515708923,train,Al-Au-Hf
180,collection-made-842d23cafa43e4f28a139ee9:d0000005-c0,executed,collection-made-842d23cafa43e4f28a139ee9:episode:0,,True,Al-Au-Hf,1,03c722f65128d9a755c1e693b5615cd597fa32231a7b41db0f8b7412281ac479,True,0.5008836388587952,train,Al-Au-Hf
181,collection-made-842d23cafa43e4f28a139ee9:d0000006-c0,executed,collection-made-842d23cafa43e4f28a139ee9:episode:0,,True,Al-Au-Hf,0,d71f53d8a59d274283953f5acb771dc430dd5c08ca65d44fe0d6ce18177de9ab,True,0.5007225275039673,train,Al-Au-Hf
182,collection-made-842d23cafa43e4f28a139ee9:d0000007-c0,executed,collection-made-842d23cafa43e4f28a139ee9:episode:0,,True,Al-Au-Hf,0,faf442744157e675865406fc80cfdb231d1fdd2f10ef402bbfb27f078b6f55f9,True,0.5008863806724548,train,Al-Au-Hf
183,collection-made-842d23cafa43e4f28a139ee9:d0000008-c0,executed,collection-made-842d23cafa43e4f28a139ee9:episode:0,,True,Al-Au-Hf,1,909e2b9c7861648a4039033e6f3c18ad5cb198eaf71bab0f5206df9ea95967cc,True,0.500802218914032,train,Al-Au-Hf
184,collection-made-842d23cafa43e4f28a139ee9:d0000009-c0,executed,collection-made-842d23cafa43e4f28a139ee9:episode:0,,True,Al-Au-Hf,1,f74175f61c307c7a0ebb251aa1bc52c778dfd0fa0113de921bca192c82b871fd,True,0.5007392168045044,train,Al-Au-Hf
185,collection-made-842d23cafa43e4f28a139ee9:d0000010-c0,executed,collection-made-842d23cafa43e4f28a139ee9:episode:0,,True,Al-Au-Hf,1,4e9971ddab4c43bc0c4a41b618436cb82cedff2e431534cb86a68e7674cb7e2c,True,0.5007659196853638,train,Al-Au-Hf
186,collection-made-842d23cafa43e4f28a139ee9:d0000011-c0,executed,collection-made-842d23cafa43e4f28a139ee9:episode:0,,True,Al-Au-Hf,1,ded623c20bffb9b778c591a653b3d61088ff70069ff9819fc8043d15dcc5d706,True,0.5005261898040771,train,Al-Au-Hf
187,collection-made-842d23cafa43e4f28a139ee9:d0000012-c0,executed,collection-made-842d23cafa43e4f28a139ee9:episode:0,,True,Al-Au-Hf,1,ae1bb6fe04553dce27b51766cd90446d4057e749a83493db4353c202ef58cfc4,True,0.5004947781562805,train,Al-Au-Hf
