episode,seed,query_number,proposal_index,success,failure_code,graph_unavailable_type,risk,features_available,selected_and_executed,tau,equiv_pldn,conc_dfnb,temperature,executed_no_HVI,executed_HV_increment,source_relative_path,source_sha256
test_uq_esopt_5102,5102,36,0,True,,,0.11436154693365097,True,True,1.0,3.0,0.35,55,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5102/query035_proposal0/candidate.json,9036c9399d0b69a3bd2d32559da7e4386d85c7ce1a958a5a1541898f6e49d68f
test_uq_esopt_5102,5102,37,0,True,,,0.09445467591285706,True,True,1.0,4.5,0.4,45,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5102/query036_proposal0/candidate.json,6b5779ca92097a85047801fce0184f07ab690f30314d2b3ffc4e52c085ffb9b0
test_uq_esopt_5102,5102,38,0,True,,,0.09399706870317459,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5102/query037_proposal0/candidate.json,d0f6527617bb99868cb794873b140e75a9eb6e15c5e0ac8c3b782d0e5c387374
test_uq_esopt_5102,5102,39,0,True,,,0.19533587992191315,True,True,0.6,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5102/query038_proposal0/candidate.json,5d53383dc69934c9eee8e9a59bf285afc190ec44c9300d09bced878615155506
test_uq_esopt_5102,5102,40,0,True,,,0.1298772245645523,True,True,0.6,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5102/query039_proposal0/candidate.json,3c1f980bf2f91e7b2da1d99c9593c46a9c92b9b9f2ab3268c4c093986ae8339c
test_uq_esopt_5102,5102,41,0,True,,,0.09222623705863953,True,True,0.8,2.5,0.3,80,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5102/query040_proposal0/candidate.json,25e580a413824fda9e0c4b41eb586d63c9ca85801e71e7edee4cccf82cf9a7d8
test_uq_esopt_5102,5102,42,0,True,,,0.37479227781295776,True,True,0.55,5.0,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5102/query041_proposal0/candidate.json,5a33dba5322b0491a19431cb0b4463cb81464791b928f3678f19065acb40b282
test_uq_esopt_5102,5102,43,0,True,,,0.15060289204120636,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5102/query042_proposal0/candidate.json,8afb7eb4302f0e2857f6ef846967f5ed1d909b0dd31a4632733dc375aaac513c
test_uq_esopt_5102,5102,44,0,True,,,0.05685828626155853,True,True,1.0,4,0.3,60,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5102/query043_proposal0/candidate.json,99b4b4604463ea0531ea6a56202e9e89bf18739fcc20a087172b66def03aff86
test_uq_esopt_5102,5102,45,0,True,,,0.08735968172550201,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5102/query044_proposal0/candidate.json,b00387516df7a10cefd0c77241585084ccc06e9b846adf736bfff885c6934201
test_uq_esopt_5102,5102,46,0,True,,,0.09762399643659592,True,True,0.7,4,0.45,40,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5102/query045_proposal0/candidate.json,5e67e75ae5c90e7a1aafa8c4773852575166c2168af10b3d5fd86b9cba3db42d
test_uq_esopt_5102,5102,47,0,True,,,0.09896854311227798,True,True,1.2,3,0.45,55,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5102/query046_proposal0/candidate.json,abc875fc9cdbf7fde55dbe12334991d0d18c40e01efb9f9af76fbddc41afcd39
test_uq_esopt_5102,5102,48,0,True,,,0.13983824849128723,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5102/query047_proposal0/candidate.json,446e5965817ea10a69e8e4a6ef9f3a6722e96b5ee54e32eb2e650672999df787
test_uq_esopt_5102,5102,49,0,True,,,0.07489314675331116,True,True,0.6,4.5,0.4,45,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5102/query048_proposal0/candidate.json,ea0197365e180a5fcb93d7cb7cd7b8d13eacce89b1d4b8f17f0a645c514a7d7a
test_uq_esopt_5102,5102,50,0,True,,,0.2143041342496872,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5102/query049_proposal0/candidate.json,545c52ea32692fe5287958775e910571a36e69d9747343ff442c3f0f3e01dfba
test_uq_esopt_5103,5103,6,0,True,,,0.40478357672691345,True,True,0.8,3.5,0.45,85,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query005_proposal0/candidate.json,2cdffacfa89790f7664957e8154fb05fd520bddee647bcc6d262f79dbcc38464
test_uq_esopt_5103,5103,7,0,True,,,0.8219612836837769,True,False,0.7,4.5,0.45,85,,,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query006_proposal0/candidate.json,ac11266653299e6fef14b686c61b564c183297b560dd8d3e672bd3b253259b5d
test_uq_esopt_5103,5103,7,1,True,,,0.717130720615387,True,True,1.0,4.0,0.4,75,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query006_proposal1/candidate.json,21430c654015ccd3a96438c2a05e8d745020e5d10557b2fd240954956692bb8b
test_uq_esopt_5103,5103,8,0,True,,,0.4033682644367218,True,True,0.6,5,0.5,35,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query007_proposal0/candidate.json,ca92088a58ea16321026be93005f04a48638a62d79ad9fc45530219de59b7621
test_uq_esopt_5103,5103,9,0,True,,,0.7268848419189453,True,True,1.0,4.5,0.45,80,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query008_proposal0/candidate.json,2843ffe644a5968a219cfe1e5ab5f1ed5ae6d4b6946fa244f84a82d875611f0f
test_uq_esopt_5103,5103,9,1,False,illegal_action,,,False,False,,,,,,,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query008_proposal1/candidate.json,7175f787d2ac767f63cb6d7a8f44331e299357576b63a77415d808ecb89eaa48
test_uq_esopt_5103,5103,10,0,True,,,0.32076868414878845,True,True,1.0,3.0,0.45,65,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query009_proposal0/candidate.json,919272bbeb13833a3cd3c2efc8f77b6225ef3c89c37d71d30cb3b71e2fae8966
test_uq_esopt_5103,5103,11,0,True,,,0.1649334579706192,True,True,0.8,4.5,0.5,35,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query010_proposal0/candidate.json,4d883bfbebad3adfe396ff8c248abee2388e3c04e0b40da04f8397c36fe45c5c
test_uq_esopt_5103,5103,12,0,True,,,0.23035921156406403,True,True,0.6,4.8,0.48,40,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query011_proposal0/candidate.json,1baea6a6de6c7c10fe87cd72f3272f6722797f2ce15f62a4559037d22837c72c
test_uq_esopt_5103,5103,13,0,True,,,0.8160256147384644,True,False,0.5,5,0.5,30,,,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query012_proposal0/candidate.json,67813888c5ea2f56c0f98d4a34e9c626b47b2e979b3ef78928f9d179b6685ea5
test_uq_esopt_5103,5103,13,1,True,,,0.45361167192459106,True,True,1.2,4.2,0.42,38,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query012_proposal1/candidate.json,456598fd1e912d782fa27118841c2b872bdb637b3579ee19076075631ba89401
test_uq_esopt_5103,5103,14,0,True,,,0.5385228991508484,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query013_proposal0/candidate.json,d30b8b9bbae4e1dc18629abe2139726faca8e07b84bf437321728258af30ea50
test_uq_esopt_5103,5103,14,1,True,,,0.7877883911132812,True,False,0.5,5,0.5,30,,,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query013_proposal1/candidate.json,026b673e14bfcb8f83fd2926e826bfeb4e0148fe31531d396290a6f759aed5a6
test_uq_esopt_5103,5103,15,0,True,,,0.17440055310726166,True,True,1.2,4.5,0.45,50,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query014_proposal0/candidate.json,ced9529439ec0e34b3aa59fbb06147c4377880d7ba2741ffc2117dbb9bbcb01a
test_uq_esopt_5103,5103,16,0,True,,,0.19112294912338257,True,True,0.6,4.8,0.48,45,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query015_proposal0/candidate.json,467aa5fef9215e379e26e6b9cac963e4211a77ef2235fbaf14fe1bb15175c665
test_uq_esopt_5103,5103,17,0,True,,,0.2451164424419403,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query016_proposal0/candidate.json,f94081326cfe09eb49b99a024e6085fa606b84454a445dacaf6848f35d50ff93
test_uq_esopt_5103,5103,18,0,True,,,0.13211098313331604,True,True,1.0,4.0,0.45,55,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query017_proposal0/candidate.json,d559ecf018f68a368333c0811307cde4826e27ed65d31a2fe1341f9fbe59bcbf
test_uq_esopt_5103,5103,19,0,True,,,0.05407328903675079,True,True,0.55,4.9,0.5,32,0,5.0333777603661645e-06,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query018_proposal0/candidate.json,97b96869c6119193f9e4defa7ffed844515ae37277c60d66cd8986b859ab2034
test_uq_esopt_5103,5103,20,0,True,,,0.14065851271152496,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query019_proposal0/candidate.json,e9d7ba11835b3a925620d6661d38d5c947f17c45c3afe039ddcbf0859a220e29
test_uq_esopt_5103,5103,21,0,True,,,0.11560969799757004,True,True,0.6,5,0.5,35,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query020_proposal0/candidate.json,147992265e35e7ab0dd8795531e744294b4da8ce16d2dd2c7bd80c5396b53521
test_uq_esopt_5103,5103,22,0,True,,,0.07381746917963028,True,True,0.55,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query021_proposal0/candidate.json,b69a34a66fc01e737c85105a9199a44f3e11665921e8987e64b7c12a36fb6489
test_uq_esopt_5103,5103,23,0,True,,,0.07658397406339645,True,True,0.7,4.5,0.45,45,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query022_proposal0/candidate.json,953adb80eb23b5e1a8d7708e4e1c14f60283afd989c7f2935828fe3339f740a2
test_uq_esopt_5103,5103,24,0,True,,,0.09888932853937149,True,True,0.55,4.9,0.5,32,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query023_proposal0/candidate.json,e5dd7a250ef669e40becdb42135ef514ba337c151bc2f6fef677ba8b88fdb032
test_uq_esopt_5103,5103,25,0,True,,,0.058299411088228226,True,True,0.8,4.0,0.3,60,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query024_proposal0/candidate.json,e129cdfe0b205b7b05f5d517130a9f001c7a1103d04048413c02f7d0fa3a417b
test_uq_esopt_5103,5103,26,0,True,,,0.08471416682004929,True,True,0.55,5.0,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query025_proposal0/candidate.json,7c7f1a2626700adcc58a528802eb691b914d738019925cf2fee348e1a8296704
test_uq_esopt_5103,5103,27,0,True,,,0.06846065074205399,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query026_proposal0/candidate.json,03b4c97163467b488203a4e1ba457d58e835da15677eb0c6bdd5d659485f947c
test_uq_esopt_5103,5103,28,0,True,,,0.04815547913312912,True,True,0.5,3,0.4,50,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query027_proposal0/candidate.json,5fe9342d6dc35819e73f6d396554ff8700360599c3f499c749d77c30aa4fb93c
test_uq_esopt_5103,5103,29,0,False,illegal_action,,,False,False,,,,,,,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query028_proposal0/candidate.json,a213daca0c6c09ea133b22d9f8926dac2d254f8c09308bbd6330ab6ae042b906
test_uq_esopt_5103,5103,29,1,True,,,0.06584465503692627,True,True,0.55,5.0,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query028_proposal1/candidate.json,9811eeab4f5370e2e865b65daf4e380faa016a7fa7cc447f345f92405f2592d9
test_uq_esopt_5103,5103,30,0,True,,,0.06479989737272263,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query029_proposal0/candidate.json,a66f625cf5205bab820ad4573866000d0b7a2c03e3cba2c101204dbd5e17372a
test_uq_esopt_5103,5103,31,0,True,,,0.07533106952905655,True,True,0.55,4.5,0.45,40,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query030_proposal0/candidate.json,5638f11c485e9e6198d57dd9054dfde95d29aba6c1bc44767d3e09b9fe0f4f89
test_uq_esopt_5103,5103,32,0,True,,,0.056519050151109695,True,True,1.0,3.0,0.3,60,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query031_proposal0/candidate.json,fc74b6e50ccf6b64230da4d4ff6c79831719b0ec3ba098e15e5b0e9cb1934a18
test_uq_esopt_5103,5103,33,0,True,,,0.06495428830385208,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query032_proposal0/candidate.json,0290a8b843e311e3b6728559f681fef6d7fdb3ae7b213a7cb7df5ee7881ae9fa
test_uq_esopt_5103,5103,34,0,True,,,0.12131784856319427,True,True,1.0,4,0.3,80,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query033_proposal0/candidate.json,e6936e19fb411a121467a1f75a796cd55441a3117c98a478ca304bc9de80f74a
test_uq_esopt_5103,5103,35,0,True,,,0.05541514977812767,True,True,0.55,4.0,0.45,40,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query034_proposal0/candidate.json,79dbbb70df2a4ac46d388abef8fe35dcabd1f7df01a1df9143e7076646f1432b
test_uq_esopt_5103,5103,36,0,True,,,0.15106406807899475,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query035_proposal0/candidate.json,45d34a1f51f1dd8de478e44c67ecd369e29043b991bfcef51daf072c9ad383d3
test_uq_esopt_5103,5103,37,0,True,,,0.11338084936141968,True,True,1.0,2.0,0.3,90,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query036_proposal0/candidate.json,89c2f07e978452f40cf6e075a05f4587b2147079169940b68e6bdfb05df17cd9
test_uq_esopt_5103,5103,38,0,True,,,0.15267881751060486,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query037_proposal0/candidate.json,6ef0eb8fe0fba876f1a11980113eb0ce075a7e19b182fb7541a1e43cc3c4e512
test_uq_esopt_5103,5103,39,0,True,,,0.05277659744024277,True,True,0.6,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query038_proposal0/candidate.json,c85bbfcbb5b2e363c522c51e540145306750bd08d6451ddc1b8fddcd390109d8
test_uq_esopt_5103,5103,40,0,True,,,0.1652313768863678,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query039_proposal0/candidate.json,9eccc0bea75b54af9bbe585855289b72e2658c2d367f4eb1bea3a4a587753f87
test_uq_esopt_5103,5103,41,0,True,,,0.08938001841306686,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query040_proposal0/candidate.json,255a3bfc824477575200b5e8f116394f9b5f18766eaa8c6a1fe3c3a23ac576e4
test_uq_esopt_5103,5103,42,0,True,,,0.17802372574806213,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query041_proposal0/candidate.json,fc1acce80fdfb332e933c66a44f3441ddca199df6da131d262af8505b372efc4
test_uq_esopt_5103,5103,43,0,True,,,0.06809744983911514,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query042_proposal0/candidate.json,7aa125c4f2ebd07a781265895d817d9f63b8ea469307454abab3bd3316378e5e
test_uq_esopt_5103,5103,44,0,True,,,0.17273767292499542,True,True,1.2,3,0.3,80,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query043_proposal0/candidate.json,9943d0bf199a8a04e3be44ace6decd01b1340aad2d99291d8e607bb72350b036
test_uq_esopt_5103,5103,45,0,True,,,0.11395493149757385,True,True,1.5,2,0.25,60,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query044_proposal0/candidate.json,8649ca95c43da353b3593a893cd92c8d6768aaef1db996c7346d4cc7ffc5709a
test_uq_esopt_5103,5103,46,0,True,,,0.1584489345550537,True,True,1.0,4,0.35,50,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query045_proposal0/candidate.json,48256888c4003533ecdd24bf76a4fb66fd8f2b6a48267e11b0fa28983dc6c5a3
test_uq_esopt_5103,5103,47,0,True,,,0.07440908998250961,True,True,1.0,3,0.3,70,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query046_proposal0/candidate.json,5d1be686a55a15a74966358a723236a13f4dca40177dff5ddd072d7ae2dbe336
test_uq_esopt_5103,5103,48,0,True,,,0.08621379733085632,True,True,0.7,2.5,0.35,85,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query047_proposal0/candidate.json,c3a585564637b1e595e6e10e1c70afe2284ac1171787e0df68eae011e3c4743c
test_uq_esopt_5103,5103,49,0,True,,,0.19769072532653809,True,True,0.6,4,0.45,65,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query048_proposal0/candidate.json,7c52ccd4cede777847d256167c93e90c99020ebacb71bd39c558a5be14e35fec
test_uq_esopt_5103,5103,50,0,True,,,0.31871527433395386,True,True,1.0,3,0.3,70,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5103/query049_proposal0/candidate.json,be130c7041dc30b8e4c977642494ad26ce72be4f7dc72c036377f1743ad614f3
test_uq_esopt_5104,5104,6,0,True,,,0.9877719879150391,True,False,1.0,4.0,0.4,60,,,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query005_proposal0/candidate.json,cd655a87b5768b41a255318e4931056a50a32ca92da20ecbb68941fa44caeb1f
test_uq_esopt_5104,5104,6,1,True,,,0.5961011052131653,True,True,0.85,4.2,0.35,55,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query005_proposal1/candidate.json,20f34efe146157766cd8e955a4856732276306cceb8111f743110904c03c51f6
test_uq_esopt_5104,5104,7,0,True,,,0.20568911731243134,True,True,0.55,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query006_proposal0/candidate.json,42458b2cee8b596097604c1927c60a90834749e43680f139161dd74b13ceda95
test_uq_esopt_5104,5104,8,0,True,,,0.18986403942108154,True,True,0.6,4.5,0.45,35,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query007_proposal0/candidate.json,543807e01beb92ecedc1f5d584135a4ec3629b694cd01932d0d0c2ca09244e36
test_uq_esopt_5104,5104,9,0,True,,,0.23285378515720367,True,True,0.6,4.8,0.45,32,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query008_proposal0/candidate.json,79068f3541661de275d18114ceca5007b54bd62cb331d0bef5123a668a1374c7
test_uq_esopt_5104,5104,10,0,True,,,0.10067553073167801,True,True,0.55,4.9,0.5,32,0,5.0333777603661645e-06,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query009_proposal0/candidate.json,85b58fbd395eeb01cb65e7c205efb498c54334da1269084573e39641bf4ac958
test_uq_esopt_5104,5104,11,0,True,,,0.14394614100456238,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query010_proposal0/candidate.json,960cb4590aacc53b4e5af02a9e57b67e0f46fab174137ee108dc4c9f92a076dc
test_uq_esopt_5104,5104,12,0,True,,,0.16721998155117035,True,True,1.2,3.5,0.25,45,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query011_proposal0/candidate.json,164aafd02a7672159c3a5e794a998642b868e14c99b48db8b42418d4108e9f1b
test_uq_esopt_5104,5104,13,0,True,,,0.08388615399599075,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query012_proposal0/candidate.json,b0c02d52f8ad2b08a41d058ccc6bb98803e153f4381dd08c76e51fc2abb61273
test_uq_esopt_5104,5104,14,0,True,,,0.10490129142999649,True,True,1.2,4.8,0.45,38,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query013_proposal0/candidate.json,d03b9344439d6827e4d8411495add25ae090d627639f53cb71287b6b64d02d2e
test_uq_esopt_5104,5104,15,0,True,,,0.15369912981987,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query014_proposal0/candidate.json,f6a0d78ebbe4e75b4d430d3858d22ea4b94a6f731315082555204dcef1df7230
test_uq_esopt_5104,5104,16,0,True,,,0.0511147566139698,True,True,0.8,4.5,0.35,35,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query015_proposal0/candidate.json,ad026456e7817b849d8a32f35b094e0e81829461d3d148c5b5fd3f743c6126c4
test_uq_esopt_5104,5104,17,0,True,,,0.0557343028485775,True,True,0.6,4.2,0.3,40,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query016_proposal0/candidate.json,7642662ba655beb37bf6ffc724c72dc56c496cf597661bf2fac9fdf93599194e
test_uq_esopt_5104,5104,18,0,True,,,0.18483226001262665,True,True,1.0,4.0,0.35,35,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query017_proposal0/candidate.json,38da71473d08081361807d14d878378815b2e51fd4896429edc9dc481006d30a
test_uq_esopt_5104,5104,19,0,True,,,0.23271802067756653,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query018_proposal0/candidate.json,d1a7911bf105af39e2fcbc595d58bb4dd66d69340d723a78fd0af9f964122de9
test_uq_esopt_5104,5104,20,0,True,,,0.17464779317378998,True,True,0.5,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query019_proposal0/candidate.json,483f20eb36e5789b397e9de076c52b9aaf38f068725a3d0009c25295fab0fa47
test_uq_esopt_5104,5104,21,0,True,,,0.07945626229047775,True,True,0.8,3.5,0.35,45,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query020_proposal0/candidate.json,01cad9a17466d64d007c970e56fb854bf6f7c5d16fc9969f153d6072e4bdbe8c
test_uq_esopt_5104,5104,22,0,True,,,0.07556435465812683,True,True,0.55,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query021_proposal0/candidate.json,3a474b11a6fe1c17de38d51a8a198b7c82d65023af0936b9d9d7437893fd6109
test_uq_esopt_5104,5104,23,0,True,,,0.19247806072235107,True,True,0.55,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query022_proposal0/candidate.json,bbcd15e71140497d27a8c93f15c862c81fa855bfd720b5792ab462b473f260e1
test_uq_esopt_5104,5104,24,0,True,,,0.07299350202083588,True,True,0.6,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query023_proposal0/candidate.json,7f8ff3273c9e63bc0d2f7383791755cb4efe405bd28aa3c3f16e0e35d1a6b42d
test_uq_esopt_5104,5104,25,0,True,,,0.0431952066719532,True,True,0.75,4,0.4,60,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query024_proposal0/candidate.json,e0760b2b0513443c4fabf10c6db14879b7249fff805d40a13abf67ed3bef4513
test_uq_esopt_5104,5104,26,0,True,,,0.413361519575119,True,True,0.55,5,0.5,30,1,0.0,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_uq_esopt_5104/query025_proposal0/candidate.json,1fdf85a08a7bc58de4d7538c56dc9667243b8611dcaedda83fc0e1e49c090307
