AUDC,SUN,arm,benchmark,budget,candidate_oracle_calls,capture_seconds,cohort,completion_tokens,decision_rows,difficulty,environment_calls,episode_wall_seconds,generation_calls,initialization_oracle_calls,initialization_wall_seconds,job_id,mSUN,policy_seed,pooling_forwards,prompt_tokens,registered_budget_unit,registered_state,rpc_attempts,status,surrogate_oracle_calls,task,task_progress,task_success,whole_job_wall_seconds,world,stratum,total_tokens,action_success_rate,agent_attempts,bootstrap_ticks,explicit_tick_returns,scenario_warmup_ticks,completion_sha256
0.105,2,Native,MADE,20,20,0.0,MADE,4709,37,,37,623.4452368840575,37,11,35.83619870990515,made-core-v2-Au-K-Tb-b20-s508-Native1,0.1,508,0,95123,candidate_oracle_attempts,pending,74,accepted,94,Au-K-Tb,,,806.4188062017784,,Au-K-Tb,99832,,,,,,b47d1bf1471518deebbf924c2b3a232aba9e2580e3b4c31045baa6a1e65b70bd
0.17,2,ActionPool2,MADE,20,20,94.64855923177674,MADE,8413,31,,31,1081.95995080797,62,11,41.99356978526339,made-core-v2-Au-K-Tb-b20-s508-ActionPool2,0.1,508,76,128710,candidate_oracle_attempts,pending,62,accepted,61,Au-K-Tb,,,1255.5101898070425,,Au-K-Tb,137123,,,,,,059a7e40d379d4896474fe7215513c9a924281df6d523a0e17fcb60d0731aa1d
0.705,16,Native,MADE,20,20,0.0,MADE,6381,45,,43,880.6317863198929,45,96,191.33138105086982,made-core-v2-Mg-Sn-Sr-b20-s509-Native1,0.8,509,0,80476,candidate_oracle_attempts,pending,86,accepted,82,Mg-Sn-Sr,,,1209.1887623551302,,Mg-Sn-Sr,86857,,,,,,fc9550572f599ab8e0e94ac68440f05736cb13248cd06c7889ad7d20f36f00cb
0.2875,7,ActionPool2,MADE,20,20,130.25946610048413,MADE,12247,43,,43,1474.16764562577,86,96,179.39163219928741,made-core-v2-Mg-Sn-Sr-b20-s509-ActionPool2,0.35,509,114,179719,candidate_oracle_attempts,pending,86,accepted,115,Mg-Sn-Sr,,,1796.1422512838617,,Mg-Sn-Sr,191966,,,,,,e1e457341b6651a064e5ed9faf2c971b641f6cd6e5205787b092820b5548004f
0.0,0,Native,MADE,20,20,0.0,MADE,6509,45,,41,918.7081702826545,45,11,36.791317814961076,made-core-v2-Au-K-Tb-b20-s509-Native1,0.0,509,0,102563,candidate_oracle_attempts,pending,82,accepted,63,Au-K-Tb,,,1096.7429419467226,,Au-K-Tb,109072,,,,,,f58312e9f561f86749251cbcf21e30e1f3d43c35c5e425140f08366c62eaaaf7
0.05,2,ActionPool2,MADE,20,20,88.91596763301641,MADE,10021,35,,35,1316.1480513559654,70,11,31.855873787775636,made-core-v2-Au-K-Tb-b20-s509-ActionPool2,0.1,509,84,125789,candidate_oracle_attempts,pending,70,accepted,172,Au-K-Tb,,,1488.013471873477,,Au-K-Tb,135810,,,,,,a4fed615b1c51a75299328d36ee3e4506aeb233d54385af93c901425b945b374
0.375,6,Native,MADE,20,20,0.0,MADE,5380,39,,39,866.5859894240275,39,96,178.9456687895581,made-core-v2-Mg-Sn-Sr-b20-s510-Native1,0.3,510,0,83822,candidate_oracle_attempts,pending,78,accepted,238,Mg-Sn-Sr,,,1183.895031957887,,Mg-Sn-Sr,89202,,,,,,f9408bd0325b1d92ac55f63c8783ec32843d99c5266c8bd3fcab2dec4c5b8f4d
0.5025,11,ActionPool2,MADE,20,20,127.51825364679098,MADE,14050,47,,48,1643.370401513297,94,96,187.24601796409115,made-core-v2-Mg-Sn-Sr-b20-s510-ActionPool2,0.55,510,108,187806,candidate_oracle_attempts,pending,96,accepted,87,Mg-Sn-Sr,,,1964.7170600779355,,Mg-Sn-Sr,201856,,,,,,243fc5da504709f1ee17a184e6694760df875a5d22c00983387cb408bd5e53b7
0.12,2,Native,MADE,20,20,0.0,MADE,5796,41,,39,1007.8059720690362,41,11,32.78445752663538,made-core-v2-Au-K-Tb-b20-s510-Native1,0.1,510,0,61071,candidate_oracle_attempts,pending,78,accepted,327,Au-K-Tb,,,1181.608150659129,,Au-K-Tb,66867,,,,,,eec6042154070e25a8f06ac84ad87c446a9de4de1f8257b2e28f16723e0c0970
0.16,2,ActionPool2,MADE,20,20,107.40729412995279,MADE,10215,33,,33,1258.4331632563844,66,11,38.47983607696369,made-core-v2-Au-K-Tb-b20-s510-ActionPool2,0.1,510,94,129673,candidate_oracle_attempts,pending,66,accepted,89,Au-K-Tb,,,1433.4907829058357,,Au-K-Tb,139888,,,,,,58cc6050e4870bd1697b38c6c026feda8d62d69240f497dc12f9017e9d9e7865
0.47444444444444445,15,Native,MADE,30,30,0.0,MADE,8953,63,,63,1344.9108523698524,63,96,184.05949980020523,made-core-v2-Mg-Sn-Sr-b30-s501-Native1,0.5,501,0,103821,candidate_oracle_attempts,pending,126,accepted,409,Mg-Sn-Sr,,,1669.3223565723747,,Mg-Sn-Sr,112774,,,,,,276de26f3b9327c07cc98c1d7f1f4a25c585460c5a741e5477d575120d914bdd
0.3055555555555556,7,ActionPool2,MADE,30,30,132.846365487203,MADE,13106,42,,42,1503.6713118879125,84,96,180.22395594185218,made-core-v2-Mg-Sn-Sr-b30-s501-ActionPool2,0.23333333333333334,501,120,160468,candidate_oracle_attempts,pending,84,accepted,4,Mg-Sn-Sr,,,1827.1688507022336,,Mg-Sn-Sr,173574,,,,,,a03279298712eb41846336c7e68b46f81006dccd87ea693129f9eb590b7e427b
0.08777777777777777,5,Native,MADE,30,30,0.0,MADE,10321,78,,75,2197.1354790851474,78,11,36.959545793011785,made-core-v2-Au-K-Tb-b30-s501-Native1,0.16666666666666666,501,0,109050,candidate_oracle_attempts,pending,150,accepted,790,Au-K-Tb,,,2378.0932224346325,,Au-K-Tb,119371,,,,,,13088fee0161037ef5d39e2133114dc97a2ce8dc652f579521ddca2c047daf17
0.23222222222222222,5,ActionPool2,MADE,30,30,167.33187182899565,MADE,14359,48,,48,1699.5293830730952,96,11,31.935900799930096,made-core-v2-Au-K-Tb-b30-s501-ActionPool2,0.16666666666666666,501,140,215077,candidate_oracle_attempts,pending,96,accepted,64,Au-K-Tb,,,1866.9098587445915,,Au-K-Tb,229436,,,,,,ec8d10461dbb168458048d1a4714d854028092d3fcfe017afd2c251ecf75f57d
0.7644444444444445,22,Native,MADE,30,30,0.0,MADE,12627,88,,86,1819.263830076903,88,96,181.4169896673411,made-core-v2-Mg-Sn-Sr-b30-s502-Native1,0.7333333333333333,502,0,179278,candidate_oracle_attempts,pending,172,accepted,471,Mg-Sn-Sr,,,2141.5078596435487,,Mg-Sn-Sr,191905,,,,,,c9cdffbfc7b78344b453aac9e56d028b403ed3a1b5f5e7acc01c3cf00aebc05a
0.9488888888888889,28,ActionPool2,MADE,30,30,216.27640837570652,MADE,21878,73,,74,2810.327472805977,146,96,190.03117976430804,made-core-v2-Mg-Sn-Sr-b30-s502-ActionPool2,0.9333333333333333,502,204,279578,candidate_oracle_attempts,pending,148,accepted,340,Mg-Sn-Sr,,,3176.158348686993,,Mg-Sn-Sr,301456,,,,,,e03ac63e545de2a26b161204c09a829acc33f45b6a7d847d780ccd8b94f04109
0.5588888888888889,15,Native,MADE,30,30,0.0,MADE,8863,70,,68,1907.5300988350064,70,11,31.86712655518204,made-core-v2-Au-K-Tb-b30-s502-Native1,0.5,502,0,107763,candidate_oracle_attempts,pending,136,accepted,589,Au-K-Tb,,,2079.5528794480488,,Au-K-Tb,116626,,,,,,cd6b819bda761ee71b0e5f7c9675854f288be7efe88243fd4dbd6f273c64e270
0.1411111111111111,5,ActionPool2,MADE,30,30,163.27469285205007,MADE,16531,61,,61,2180.665450545959,122,11,33.99984144186601,made-core-v2-Au-K-Tb-b30-s502-ActionPool2,0.16666666666666666,502,150,225472,candidate_oracle_attempts,pending,122,accepted,320,Au-K-Tb,,,2352.590849119704,,Au-K-Tb,242003,,,,,,77126db9930e38d2ce7ce60588fb0b7e31b360f66e65823d1012f13d92950b3d
0.3466666666666667,10,Native,MADE,30,30,0.0,MADE,8523,60,,58,984.7457321649417,60,96,185.57999339373782,made-core-v2-Mg-Sn-Sr-b30-s503-Native1,0.3333333333333333,503,0,146167,candidate_oracle_attempts,pending,116,accepted,32,Mg-Sn-Sr,,,1310.4289771593176,,Mg-Sn-Sr,154690,,,,,,be2083d4471014cd719c24d2f52b58af801525260af19ca8f4a4f48c28d49b45
0.6477777777777778,17,ActionPool2,MADE,30,30,241.73754820041358,MADE,21081,63,,63,2515.9561863634735,126,96,184.24789610132575,made-core-v2-Mg-Sn-Sr-b30-s503-ActionPool2,0.5666666666666667,503,204,273391,candidate_oracle_attempts,pending,126,accepted,3,Mg-Sn-Sr,,,2835.1041095322,,Mg-Sn-Sr,294472,,,,,,1d700479fce2a08559274116085849bfa8c8a264d14122bf3414f2f585992d3e
0.24,12,Native,MADE,30,30,0.0,MADE,7498,57,,56,1205.0395066868514,57,11,34.507988983765244,made-core-v2-Au-K-Tb-b30-s503-Native1,0.4,503,0,85482,candidate_oracle_attempts,pending,112,accepted,304,Au-K-Tb,,,1378.747763584368,,Au-K-Tb,92980,,,,,,6efaae123c87b4d930e725feb096ae3fc8d312a8562e85955c5a26c30f542b6d
0.11,3,ActionPool2,MADE,30,30,157.41158741805702,MADE,16693,57,,57,2190.858124016784,114,11,35.16573209594935,made-core-v2-Au-K-Tb-b30-s503-ActionPool2,0.1,503,150,192985,candidate_oracle_attempts,pending,114,accepted,219,Au-K-Tb,,,2369.022789215669,,Au-K-Tb,209678,,,,,,db108841814af0093ce7db4f19a301c7ab51c5777ea5c940c4e9e379fcece5d8
0.6533333333333333,20,Native,MADE,30,30,0.0,MADE,7862,60,,59,1135.2609131196514,60,96,183.5648224921897,made-core-v2-Mg-Sn-Sr-b30-s504-Native1,0.6666666666666666,504,0,110560,candidate_oracle_attempts,pending,118,accepted,192,Mg-Sn-Sr,,,1465.5465929443017,,Mg-Sn-Sr,118422,,,,,,378f37c227d554210733493b31607eda7d048f8f1869cc8e9c0bf26580877f95
0.97,27,ActionPool2,MADE,30,30,194.672173329629,MADE,17451,59,,59,2220.544988025911,118,96,182.2082302449271,made-core-v2-Mg-Sn-Sr-b30-s504-ActionPool2,0.9,504,168,253315,candidate_oracle_attempts,pending,118,accepted,94,Mg-Sn-Sr,,,2538.455219650641,,Mg-Sn-Sr,270766,,,,,,c7a25a8536ea33efa8a9f560a0fe65f40df083432358337cd063daf25ed546e0
0.14555555555555555,3,Native,MADE,30,30,0.0,MADE,9818,73,,71,1840.8963398449123,73,11,32.90600700676441,made-core-v2-Au-K-Tb-b30-s504-Native1,0.1,504,0,97650,candidate_oracle_attempts,pending,142,accepted,702,Au-K-Tb,,,2016.1122914105654,,Au-K-Tb,107468,,,,,,fb95f2c22434fcf1354b4c9ca2b67749c72c01ab418e9c49fb9990f501296b01
0.14777777777777779,3,ActionPool2,MADE,30,30,135.83336588926613,MADE,15280,55,,55,1939.323323356919,110,11,35.55139252403751,made-core-v2-Au-K-Tb-b30-s504-ActionPool2,0.1,504,130,206369,candidate_oracle_attempts,pending,110,accepted,130,Au-K-Tb,,,2114.1749295336194,,Au-K-Tb,221649,,,,,,2c904b5fab473e197f3c33fd8cb73de03ba1c5049b5f1d072b999185629066b0
0.8422222222222222,24,Native,MADE,30,30,0.0,MADE,8665,61,,58,1304.6014550393447,61,96,185.17150127515197,made-core-v2-Mg-Sn-Sr-b30-s505-Native1,0.8,505,0,96508,candidate_oracle_attempts,pending,116,accepted,291,Mg-Sn-Sr,,,1629.5065958062187,,Mg-Sn-Sr,105173,,,,,,987b7a42b6d2400fde01f34da581f2c6b2025f6690d45299d01bf68a1ac954d0
0.5088888888888888,16,ActionPool2,MADE,30,30,169.00537758274004,MADE,14066,50,,50,1729.1109969853424,100,96,181.53267320385203,made-core-v2-Mg-Sn-Sr-b30-s505-ActionPool2,0.5333333333333333,505,140,216241,candidate_oracle_attempts,pending,100,accepted,100,Mg-Sn-Sr,,,2049.9807347035967,,Mg-Sn-Sr,230307,,,,,,eb839fb9e7ee756d4549dabca80c4150d9f80b065d0a0ecff1dd6f6d5f128eb0
0.13111111111111112,6,Native,MADE,30,30,0.0,MADE,8385,66,,65,1494.3467071070336,66,11,34.52566641103476,made-core-v2-Au-K-Tb-b30-s505-Native1,0.2,505,0,96282,candidate_oracle_attempts,pending,130,accepted,546,Au-K-Tb,,,1666.9997746599838,,Au-K-Tb,104667,,,,,,c7aaea553a92eee87460e9485a1b82a201b45593d6090adb0a617485e94390ce
0.36666666666666664,8,ActionPool2,MADE,30,30,166.64832818042487,MADE,12955,50,,50,1572.2155231973156,100,11,35.9025692907162,made-core-v2-Au-K-Tb-b30-s505-ActionPool2,0.26666666666666666,505,138,210849,candidate_oracle_attempts,pending,100,accepted,55,Au-K-Tb,,,1740.4022998372093,,Au-K-Tb,223804,,,,,,8e1e595b9c1b09b215d6fd3a817460f573f66a0440ea88303a198cfa7d88b1b9
0.8666666666666667,26,Native,MADE,30,30,0.0,MADE,11420,79,,75,1887.8267147280276,79,96,179.50749570224434,made-core-v2-Mg-Sn-Sr-b30-s506-Native1,0.8666666666666667,506,0,127493,candidate_oracle_attempts,pending,150,accepted,495,Mg-Sn-Sr,,,2197.795597194694,,Mg-Sn-Sr,138913,,,,,,e7a3dc19e587d42ed64df8fca748d855ab9b15c4fda2deed7a10bc70dd4e5259
0.6677777777777778,19,ActionPool2,MADE,30,30,212.76023428561166,MADE,20791,67,,67,2481.655589077156,134,96,187.3233374520205,made-core-v2-Mg-Sn-Sr-b30-s506-ActionPool2,0.6333333333333333,506,184,276453,candidate_oracle_attempts,pending,134,accepted,144,Mg-Sn-Sr,,,2812.460320050828,,Mg-Sn-Sr,297244,,,,,,321ab8399bb042016c012da5b70ad521bf8069b61990e2588348877af518305a
0.22444444444444445,8,Native,MADE,30,30,0.0,MADE,8920,67,,67,1642.2389709511772,67,11,39.543520702049136,made-core-v2-Au-K-Tb-b30-s506-Native1,0.26666666666666666,506,0,111690,candidate_oracle_attempts,pending,134,accepted,508,Au-K-Tb,,,1820.0525911152363,,Au-K-Tb,120610,,,,,,5e65ad017859c6243935cf6bdfbb8a41698fa68344cd8ab6978048c53a4da375
0.38555555555555554,9,ActionPool2,MADE,30,30,168.31392625998706,MADE,13867,47,,47,1716.4023831607774,94,11,45.00544625008479,made-core-v2-Au-K-Tb-b30-s506-ActionPool2,0.3,506,142,202901,candidate_oracle_attempts,pending,94,accepted,17,Au-K-Tb,,,1903.2805015249178,,Au-K-Tb,216768,,,,,,16127e6361f1fe7de06a3f1a358613c9a700ebfea0918ee349ffcc1367573fd9
,,Native,MADE,30,,,MADE,,,,,,,,,made-core-v2-Mg-Sn-Sr-b30-s507-Native1,,507,,,,pending,,claimed,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
,,ActionPool2,MADE,30,,,MADE,,,,,,,,,made-core-v2-Mg-Sn-Sr-b30-s507-ActionPool2,,507,,,,pending,,pending,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
0.06222222222222222,2,Native,MADE,30,30,0.0,MADE,8145,59,,59,1254.374125466682,59,11,32.48617365863174,made-core-v2-Au-K-Tb-b30-s507-Native1,0.06666666666666667,507,0,91250,candidate_oracle_attempts,pending,118,accepted,280,Au-K-Tb,,,1422.5844133784994,,Au-K-Tb,99395,,,,,,30a9504703c5f269892a3af7b114daf35733cd3db6089b374b66dc000354a213
,,ActionPool2,MADE,30,,,MADE,,,,,,,,,made-core-v2-Au-K-Tb-b30-s507-ActionPool2,,507,,,,pending,,claimed,,Au-K-Tb,,,,,Au-K-Tb,,,,,,,
,,Native,MADE,30,,,MADE,,,,,,,,,made-core-v2-Mg-Sn-Sr-b30-s508-Native1,,508,,,,pending,,pending,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
,,ActionPool2,MADE,30,,,MADE,,,,,,,,,made-core-v2-Mg-Sn-Sr-b30-s508-ActionPool2,,508,,,,pending,,pending,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
,,Native,MADE,30,,,MADE,,,,,,,,,made-core-v2-Au-K-Tb-b30-s508-Native1,,508,,,,pending,,pending,,Au-K-Tb,,,,,Au-K-Tb,,,,,,,
,,ActionPool2,MADE,30,,,MADE,,,,,,,,,made-core-v2-Au-K-Tb-b30-s508-ActionPool2,,508,,,,pending,,pending,,Au-K-Tb,,,,,Au-K-Tb,,,,,,,
,,Native,MADE,30,,,MADE,,,,,,,,,made-core-v2-Mg-Sn-Sr-b30-s509-Native1,,509,,,,pending,,pending,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
,,ActionPool2,MADE,30,,,MADE,,,,,,,,,made-core-v2-Mg-Sn-Sr-b30-s509-ActionPool2,,509,,,,pending,,pending,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
,,Native,MADE,30,,,MADE,,,,,,,,,made-core-v2-Au-K-Tb-b30-s509-Native1,,509,,,,pending,,pending,,Au-K-Tb,,,,,Au-K-Tb,,,,,,,
,,ActionPool2,MADE,30,,,MADE,,,,,,,,,made-core-v2-Au-K-Tb-b30-s509-ActionPool2,,509,,,,pending,,pending,,Au-K-Tb,,,,,Au-K-Tb,,,,,,,
,,Native,MADE,30,,,MADE,,,,,,,,,made-core-v2-Mg-Sn-Sr-b30-s510-Native1,,510,,,,pending,,pending,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
,,ActionPool2,MADE,30,,,MADE,,,,,,,,,made-core-v2-Mg-Sn-Sr-b30-s510-ActionPool2,,510,,,,pending,,pending,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
,,Native,MADE,30,,,MADE,,,,,,,,,made-core-v2-Au-K-Tb-b30-s510-Native1,,510,,,,pending,,pending,,Au-K-Tb,,,,,Au-K-Tb,,,,,,,
,,ActionPool2,MADE,30,,,MADE,,,,,,,,,made-core-v2-Au-K-Tb-b30-s510-ActionPool2,,510,,,,pending,,pending,,Au-K-Tb,,,,,Au-K-Tb,,,,,,,
0.86,8,Native,MADE,10,10,0.0,MADE,2911,21,,21,334.6789031838998,21,96,184.04841529019177,made-online-pooling-v1-Mg-Sn-Sr-b10-s501-Native1,0.8,501,0,51709,candidate_oracle_attempts,fixed_reuse,42,accepted,4,Mg-Sn-Sr,,,657.7271972950548,,Mg-Sn-Sr,54620,,,,,,e567bd3f383429c50ca8f4316d3958fbda14dc582acc8a8f5c26ae17cf693279
0.0,0,Native,MADE,10,10,0.0,MADE,2941,18,,17,332.04266552021727,18,11,31.67513752821833,made-online-pooling-v1-Au-K-Tb-b10-s501-Native1,0.0,501,0,39621,candidate_oracle_attempts,fixed_reuse,34,accepted,,Au-K-Tb,,,500.3056483878754,,Au-K-Tb,42562,,,,,,7a3c7c4d5df88e4015dfac61918a551f3a45d2cef1b10773f4366d34c88eaf53
0.7,6,Native,MADE,10,10,0.0,MADE,3274,26,,25,474.4784298669547,26,96,178.7488292073831,made-online-core-ext-v1-Mg-Sn-Sr-b10-s502-Native1,0.6,502,0,60524,candidate_oracle_attempts,fixed_reuse,50,accepted,135,Mg-Sn-Sr,,,785.4287176141515,,Mg-Sn-Sr,63798,,,,,,8cf6bc073d04e7bb271c0fd0904982d33bab48d7a8a3c7c40ee6f0f79aeb982d
0.08,2,Native,MADE,10,10,0.0,MADE,2459,22,,22,323.7733626225963,22,11,31.349825725890696,made-online-core-ext-v1-Au-K-Tb-b10-s502-Native1,0.2,502,0,45098,candidate_oracle_attempts,fixed_reuse,44,accepted,74,Au-K-Tb,,,485.50399389863014,,Au-K-Tb,47557,,,,,,50b821573d6c7de32bc04c5c007ff1db4b337de6d0306cca4347ad2113f248c9
0.93,9,Common2,MADE,10,10,0.0,MADE,4180,14,,14,452.8633688967675,28,96,176.5966582018882,made-online-pooling-v1-Mg-Sn-Sr-b10-s501-Common2,0.9,501,0,52973,candidate_oracle_attempts,fixed_reuse,28,accepted,1,Mg-Sn-Sr,,,761.6698683556169,,Mg-Sn-Sr,57153,,,,,,764682616701e629d553d9bdd511103122de6c885af7b99479040f28ab755c5d
,,Public2,MADE,10,,,MADE,,,,,,,,,made-common-public-v1-Mg-Sn-Sr-b10-s501-Public2,,501,,,,blocked_prior_failure,,blocked_prior_failure,,Mg-Sn-Sr,,,,,Mg-Sn-Sr,,,,,,,
0.39,3,Common2,MADE,10,10,0.0,MADE,4653,16,,16,487.60636688768864,32,11,34.25859875511378,made-online-pooling-v1-Au-K-Tb-b10-s501-Common2,0.3,501,0,71555,candidate_oracle_attempts,fixed_reuse,32,accepted,3,Au-K-Tb,,,656.2663262197748,,Au-K-Tb,76208,,,,,,3a070b629c109924deae7be36e358c888e33fce4010b606ceefcd6ef8aaa40ec
0.17,1,Public2,MADE,10,10,0.0,MADE,4865,19,,19,618.6998953409493,38,11,45.96111695468426,made-common-public-v1-Au-K-Tb-b10-s501-Public2,0.1,501,0,79130,candidate_oracle_attempts,clean_new,38,accepted,88,Au-K-Tb,,,862.4253212586045,,Au-K-Tb,83995,,,,,,0e9b8ff05d2dfac7fdb9e3e1cccc24178f529c2b454747a538be6068cf040a6b
0.89,7,Common2,MADE,10,10,0.0,MADE,4310,16,,16,499.2566556483507,32,96,207.27979674190283,made-common-public-v1-Mg-Sn-Sr-b10-s502-Common2,0.7,502,0,74384,candidate_oracle_attempts,clean_new,32,accepted,,Mg-Sn-Sr,,,896.4533108398318,,Mg-Sn-Sr,78694,,,,,,aa77eba6f4a66ed2338920878ca301bc47e39f332957d48ac80ba46b2bd3d12b
0.84,8,Public2,MADE,10,10,0.0,MADE,6143,23,,23,712.4059459865093,46,96,204.49338667839766,made-common-public-v1-Mg-Sn-Sr-b10-s502-Public2,0.8,502,0,96735,candidate_oracle_attempts,clean_new,46,accepted,62,Mg-Sn-Sr,,,1114.8421189524233,,Mg-Sn-Sr,102878,,,,,,c6831057aa935cecb9e3ea557b2dba84c14e047d9f4bac1e7a3fe3a08afe0464
0.43,3,Common2,MADE,10,10,0.0,MADE,3804,15,,15,457.0422599464655,30,11,46.19974284991622,made-common-public-v1-Au-K-Tb-b10-s502-Common2,0.3,502,0,65732,candidate_oracle_attempts,clean_new,30,accepted,30,Au-K-Tb,,,694.6866382360458,,Au-K-Tb,69536,,,,,,6fe6a9e78f66c95154fb2d5198fa3a246fe45ebe4297d48496ae8dcb90fe3634
0.36,2,Public2,MADE,10,10,0.0,MADE,5223,16,,16,550.2677181474864,32,11,48.04082972928882,made-common-public-v1-Au-K-Tb-b10-s502-Public2,0.2,502,0,59658,candidate_oracle_attempts,clean_new,32,accepted,,Au-K-Tb,,,750.4581058099866,,Au-K-Tb,64881,,,,,,b483117aff2c81280a8bd050cee367b267281d52873a93a8fef451fbf77e970a
0.64,6,Common2,MADE,10,10,0.0,MADE,4434,16,,16,491.8740667589009,32,96,196.959186501801,made-common-public-v1-Mg-Sn-Sr-b10-s503-Common2,0.6,503,0,74437,candidate_oracle_attempts,clean_new,32,accepted,1,Mg-Sn-Sr,,,836.449087947607,,Mg-Sn-Sr,78871,,,,,,2a806c8c79c8adceab42d085fd50f642162bca844878e5944d2b5dd32d7b3e06
0.66,6,Public2,MADE,10,10,0.0,MADE,5704,19,,19,618.8449506312609,38,96,207.88272987306118,made-common-public-v1-Mg-Sn-Sr-b10-s503-Public2,0.6,503,0,80282,candidate_oracle_attempts,clean_new,38,accepted,,Mg-Sn-Sr,,,985.3313031643629,,Mg-Sn-Sr,85986,,,,,,d3a7c904ec06fc3160581f9dffaf4b67ba1bce8dfff6eb934988342762553a66
0.3,4,Common2,MADE,10,10,0.0,MADE,3523,14,,14,388.7167834453285,28,11,48.15852431952953,made-common-public-v1-Au-K-Tb-b10-s503-Common2,0.4,503,0,67366,candidate_oracle_attempts,clean_new,28,accepted,,Au-K-Tb,,,582.8802572116256,,Au-K-Tb,70889,,,,,,f89c1bd9ab65af86d00ba9d30b19e4d62e8e448acd173c662dc384fd3335015c
0.64,6,Public2,MADE,10,10,0.0,MADE,3596,15,,15,402.99149242043495,30,11,58.34371365234256,made-common-public-v1-Au-K-Tb-b10-s503-Public2,0.6,503,0,64692,candidate_oracle_attempts,clean_new,30,accepted,,Au-K-Tb,,,622.1902340166271,,Au-K-Tb,68288,,,,,,913d7c7e020eb9b756dec0b56405be2eb085fd24f8a960b1ba2bbb4ea9d5880f
0.9,8,Common2,MADE,10,10,0.0,MADE,3944,15,,15,434.4764404669404,30,96,201.66236731037498,made-common-public-v1-Mg-Sn-Sr-b10-s504-Common2,0.8,504,0,59948,candidate_oracle_attempts,clean_new,30,accepted,,Mg-Sn-Sr,,,787.6439617872238,,Mg-Sn-Sr,63892,,,,,,17e7c4238d0bdaca2a9fda6537dc6bbd8a949463e605b69da8686ad395227071
1.0,10,Public2,MADE,10,10,0.0,MADE,3515,14,,14,409.3044012263417,28,96,208.1622939966619,made-common-public-v1-Mg-Sn-Sr-b10-s504-Public2,1.0,504,0,56459,candidate_oracle_attempts,clean_new,28,accepted,,Mg-Sn-Sr,,,776.6300853714347,,Mg-Sn-Sr,59974,,,,,,c7616588c62f4b4afc08cbe7045938f96b3c6e8a3b5b3ee2fee86477fd680226
0.15,1,Common2,MADE,10,10,0.0,MADE,5166,20,,20,566.7661286592484,40,11,49.452073477208614,made-common-public-v1-Au-K-Tb-b10-s504-Common2,0.1,504,0,93078,candidate_oracle_attempts,clean_new,40,accepted,35,Au-K-Tb,,,760.8567037731409,,Au-K-Tb,98244,,,,,,9e40a0a322cd7a51b2e3dc81c1b13da5bb4370c0ffeddf57b35aa3f65b7354fe
0.27,3,Public2,MADE,10,10,0.0,MADE,5821,21,,21,729.0655793100595,42,11,46.120792269706726,made-common-public-v1-Au-K-Tb-b10-s504-Public2,0.3,504,0,75873,candidate_oracle_attempts,clean_new,42,accepted,119,Au-K-Tb,,,928.2283290065825,,Au-K-Tb,81694,,,,,,e55f48dbd14bafd4e0927a9cdff3aaaf7df887bee98772f62b2418adfa7111d8
0.88,8,Common2,MADE,10,10,0.0,MADE,4693,15,,15,502.39681585878134,30,96,201.81264420226216,made-common-public-v1-Mg-Sn-Sr-b10-s505-Common2,0.8,505,0,62109,candidate_oracle_attempts,clean_new,30,accepted,1,Mg-Sn-Sr,,,847.8737927041948,,Mg-Sn-Sr,66802,,,,,,d63ffe38dde1495e38906b4c15a3a41858c866f1d2a3ec06de66582b1fabb07a
1.0,10,Public2,MADE,10,10,0.0,MADE,6205,20,,20,675.1765546798706,40,96,189.90757584944367,made-common-public-v1-Mg-Sn-Sr-b10-s505-Public2,1.0,505,0,77265,candidate_oracle_attempts,clean_new,40,accepted,32,Mg-Sn-Sr,,,1019.0735795795918,,Mg-Sn-Sr,83470,,,,,,316f155b6371dcf6ce8195289af01ca680f021cde94d622219600bb97e1700a5
0.0,0,Common2,MADE,10,10,0.0,MADE,5661,21,,21,696.1344620138407,42,11,45.469059966504574,made-common-public-v1-Au-K-Tb-b10-s505-Common2,0.0,505,0,81475,candidate_oracle_attempts,clean_new,42,accepted,125,Au-K-Tb,,,891.4954233728349,,Au-K-Tb,87136,,,,,,e68741626340ff9f2deb1a06ae6e8a254a5f17ddeb78851943e9d1449a5c7145
0.1,2,Public2,MADE,10,10,0.0,MADE,7248,24,,24,966.4724407196045,48,11,47.46482188999653,made-common-public-v1-Au-K-Tb-b10-s505-Public2,0.2,505,0,88221,candidate_oracle_attempts,clean_new,48,accepted,237,Au-K-Tb,,,1168.0769444704056,,Au-K-Tb,95469,,,,,,afb7321636ee1768f5df0d4a34ad7cdf45ac0b09dbb082affcf90ec9e33f990b
