condition,parameter_stratum,job_id,policy_state_id,attempt,proposal,executed,official_failure,adapter_rejection,parsed_success,common_supported,support_reason,graph_error,risk_Internal,risk_NoGraph,risk_GraphOnly,None_Internal,None_NoGraph,None_GraphOnly
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,21,0,True,1,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,22,0,True,1,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,23,0,True,1,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,24,0,True,1,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,25,0,True,1,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,26,0,True,1,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,27,0,True,1,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,28,0,True,1,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,29,0,True,1,False,True,False,graph_not_recorded,,,,,,,
selected_theta_NN_off,selected_G1,dw-seeded-full-weight-followup-v1-test-selected_theta_NN_off-w4-p336-b30,6a537a5142d0b6efece5cf882c623f0af0a759bc47b646e9863f9f99d697828b,30,0,True,1,False,True,False,graph_not_recorded,,,,,,,
