condition,attempt,candidate0,candidate1,common_hash_index,selected_index,selected_action,actual_failure,score_before,score_after,score_delta,NN_supported,NN_index_change,NN_packet_change,fallback_to_common,candidate0_graph_available,candidate1_graph_available
OutputAction_combined,7,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,False,False,False,True,True
OutputAction_combined,8,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",1,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,True,False,False,True,True
OutputAction_combined,9,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",1,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,True,False,False,True,True
OutputAction_combined,10,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,False,False,False,True,True
OutputAction_combined,11,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",1,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,True,False,False,True,True
OutputAction_combined,12,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,False,False,False,True,True
OutputAction_combined,13,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",1,1,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,False,False,False,True,True
OutputAction_combined,14,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,1,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,True,False,False,True,True
OutputAction_combined,15,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,False,False,False,True,True
OutputAction_combined,16,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",1,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,True,False,False,True,True
OutputAction_combined,17,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,False,False,False,True,True
OutputAction_combined,18,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",1,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,True,False,False,True,True
OutputAction_combined,19,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,1,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,True,False,False,True,True
OutputAction_combined,20,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""MOVE_DIRECTION"", ""arg1"": ""north""}",0,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,False,False,False,True,True
OutputAction_combined,21,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",1,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,True,False,False,True,True
OutputAction_combined,22,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,False,False,False,True,True
OutputAction_combined,23,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,False,False,False,True,True
OutputAction_combined,24,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",1,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,True,False,False,True,True
OutputAction_combined,25,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",0,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,False,False,False,True,True
OutputAction_combined,26,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",1,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,True,False,False,True,True
OutputAction_combined,27,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",1,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,True,False,False,True,True
OutputAction_combined,28,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""PICKUP"", ""arg1"": 33276}",1,0,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,0.0,0.0,0.0,True,True,False,False,True,True
OutputAction_combined,29,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 37350}",0,1,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 37350}",True,0.0,0.0,0.0,True,True,True,False,True,True
OutputAction_combined,30,"{""action"": ""PICKUP"", ""arg1"": 33276}","{""action"": ""MOVE_DIRECTION"", ""arg1"": ""east""}",1,1,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""east""}",False,0.0,0.0,0.0,False,False,False,True,True,False
