budget,seed,task_id,arm,query,SUN
10,2,Co-Mg-Na,uq_only_support_aware,4,0
10,2,Co-Mg-Na,uq_only_support_aware,5,0
10,2,Co-Mg-Na,uq_only_support_aware,6,0
10,2,Co-Mg-Na,uq_only_support_aware,7,0
10,2,Co-Mg-Na,uq_only_support_aware,8,0
10,2,Co-Mg-Na,uq_only_support_aware,9,0
10,2,Co-Mg-Na,uq_only_support_aware,10,0
10,2,Co-Mg-Na,es_only_independent,0,0
10,2,Co-Mg-Na,es_only_independent,1,0
10,2,Co-Mg-Na,es_only_independent,2,0
10,2,Co-Mg-Na,es_only_independent,3,0
10,2,Co-Mg-Na,es_only_independent,4,0
10,2,Co-Mg-Na,es_only_independent,5,0
10,2,Co-Mg-Na,es_only_independent,6,0
10,2,Co-Mg-Na,es_only_independent,7,0
10,2,Co-Mg-Na,es_only_independent,8,0
10,2,Co-Mg-Na,es_only_independent,9,0
10,2,Co-Mg-Na,es_only_independent,10,0
10,2,Co-Mg-Na,full_support_aware,0,0
10,2,Co-Mg-Na,full_support_aware,1,0
10,2,Co-Mg-Na,full_support_aware,2,0
10,2,Co-Mg-Na,full_support_aware,3,0
10,2,Co-Mg-Na,full_support_aware,4,0
10,2,Co-Mg-Na,full_support_aware,5,0
10,2,Co-Mg-Na,full_support_aware,6,0
10,2,Co-Mg-Na,full_support_aware,7,1
10,2,Co-Mg-Na,full_support_aware,8,1
10,2,Co-Mg-Na,full_support_aware,9,1
10,2,Co-Mg-Na,full_support_aware,10,2
10,2,Co-Pd-Tl,baseline_reference,0,0
10,2,Co-Pd-Tl,baseline_reference,1,0
10,2,Co-Pd-Tl,baseline_reference,2,0
10,2,Co-Pd-Tl,baseline_reference,3,0
10,2,Co-Pd-Tl,baseline_reference,4,0
10,2,Co-Pd-Tl,baseline_reference,5,0
10,2,Co-Pd-Tl,baseline_reference,6,0
10,2,Co-Pd-Tl,baseline_reference,7,0
10,2,Co-Pd-Tl,baseline_reference,8,0
10,2,Co-Pd-Tl,baseline_reference,9,0
10,2,Co-Pd-Tl,baseline_reference,10,0
10,2,Co-Pd-Tl,uq_only_support_aware,0,0
10,2,Co-Pd-Tl,uq_only_support_aware,1,0
10,2,Co-Pd-Tl,uq_only_support_aware,2,0
10,2,Co-Pd-Tl,uq_only_support_aware,3,0
10,2,Co-Pd-Tl,uq_only_support_aware,4,0
10,2,Co-Pd-Tl,uq_only_support_aware,5,0
10,2,Co-Pd-Tl,uq_only_support_aware,6,0
10,2,Co-Pd-Tl,uq_only_support_aware,7,0
10,2,Co-Pd-Tl,uq_only_support_aware,8,0
10,2,Co-Pd-Tl,uq_only_support_aware,9,0
10,2,Co-Pd-Tl,uq_only_support_aware,10,0
10,2,Co-Pd-Tl,es_only_independent,0,0
10,2,Co-Pd-Tl,es_only_independent,1,0
10,2,Co-Pd-Tl,es_only_independent,2,0
10,2,Co-Pd-Tl,es_only_independent,3,0
10,2,Co-Pd-Tl,es_only_independent,4,0
10,2,Co-Pd-Tl,es_only_independent,5,0
10,2,Co-Pd-Tl,es_only_independent,6,0
10,2,Co-Pd-Tl,es_only_independent,7,0
10,2,Co-Pd-Tl,es_only_independent,8,0
10,2,Co-Pd-Tl,es_only_independent,9,0
10,2,Co-Pd-Tl,es_only_independent,10,0
10,2,Co-Pd-Tl,full_support_aware,0,0
10,2,Co-Pd-Tl,full_support_aware,1,0
10,2,Co-Pd-Tl,full_support_aware,2,0
10,2,Co-Pd-Tl,full_support_aware,3,0
10,2,Co-Pd-Tl,full_support_aware,4,0
10,2,Co-Pd-Tl,full_support_aware,5,0
10,2,Co-Pd-Tl,full_support_aware,6,0
10,2,Co-Pd-Tl,full_support_aware,7,0
10,2,Co-Pd-Tl,full_support_aware,8,0
10,2,Co-Pd-Tl,full_support_aware,9,0
10,2,Co-Pd-Tl,full_support_aware,10,0
10,2,Ga-Ho-Lu,baseline_reference,0,0
10,2,Ga-Ho-Lu,baseline_reference,1,0
10,2,Ga-Ho-Lu,baseline_reference,2,1
10,2,Ga-Ho-Lu,baseline_reference,3,1
10,2,Ga-Ho-Lu,baseline_reference,4,1
10,2,Ga-Ho-Lu,baseline_reference,5,1
10,2,Ga-Ho-Lu,baseline_reference,6,2
10,2,Ga-Ho-Lu,baseline_reference,7,2
10,2,Ga-Ho-Lu,baseline_reference,8,3
10,2,Ga-Ho-Lu,baseline_reference,9,3
10,2,Ga-Ho-Lu,baseline_reference,10,4
10,2,Ga-Ho-Lu,uq_only_support_aware,0,0
10,2,Ga-Ho-Lu,uq_only_support_aware,1,1
10,2,Ga-Ho-Lu,uq_only_support_aware,2,2
10,2,Ga-Ho-Lu,uq_only_support_aware,3,3
10,2,Ga-Ho-Lu,uq_only_support_aware,4,3
10,2,Ga-Ho-Lu,uq_only_support_aware,5,3
10,2,Ga-Ho-Lu,uq_only_support_aware,6,4
10,2,Ga-Ho-Lu,uq_only_support_aware,7,5
10,2,Ga-Ho-Lu,uq_only_support_aware,8,6
10,2,Ga-Ho-Lu,uq_only_support_aware,9,6
10,2,Ga-Ho-Lu,uq_only_support_aware,10,6
10,2,Ga-Ho-Lu,es_only_independent,0,0
10,2,Ga-Ho-Lu,es_only_independent,1,1
10,2,Ga-Ho-Lu,es_only_independent,2,2
10,2,Ga-Ho-Lu,es_only_independent,3,3
10,2,Ga-Ho-Lu,es_only_independent,4,3
10,2,Ga-Ho-Lu,es_only_independent,5,3
10,2,Ga-Ho-Lu,es_only_independent,6,3
10,2,Ga-Ho-Lu,es_only_independent,7,3
10,2,Ga-Ho-Lu,es_only_independent,8,3
10,2,Ga-Ho-Lu,es_only_independent,9,3
10,2,Ga-Ho-Lu,es_only_independent,10,3
10,2,Ga-Ho-Lu,full_support_aware,0,0
10,2,Ga-Ho-Lu,full_support_aware,1,1
10,2,Ga-Ho-Lu,full_support_aware,2,1
10,2,Ga-Ho-Lu,full_support_aware,3,2
10,2,Ga-Ho-Lu,full_support_aware,4,2
10,2,Ga-Ho-Lu,full_support_aware,5,3
10,2,Ga-Ho-Lu,full_support_aware,6,3
10,2,Ga-Ho-Lu,full_support_aware,7,3
10,2,Ga-Ho-Lu,full_support_aware,8,3
10,2,Ga-Ho-Lu,full_support_aware,9,3
10,2,Ga-Ho-Lu,full_support_aware,10,3
10,2,Ga-Pt-Tm,baseline_reference,0,0
10,2,Ga-Pt-Tm,baseline_reference,1,1
10,2,Ga-Pt-Tm,baseline_reference,2,2
10,2,Ga-Pt-Tm,baseline_reference,3,3
10,2,Ga-Pt-Tm,baseline_reference,4,3
10,2,Ga-Pt-Tm,baseline_reference,5,3
10,2,Ga-Pt-Tm,baseline_reference,6,3
10,2,Ga-Pt-Tm,baseline_reference,7,3
10,2,Ga-Pt-Tm,baseline_reference,8,4
10,2,Ga-Pt-Tm,baseline_reference,9,4
10,2,Ga-Pt-Tm,baseline_reference,10,5
10,2,Ga-Pt-Tm,uq_only_support_aware,0,0
10,2,Ga-Pt-Tm,uq_only_support_aware,1,1
10,2,Ga-Pt-Tm,uq_only_support_aware,2,1
10,2,Ga-Pt-Tm,uq_only_support_aware,3,1
10,2,Ga-Pt-Tm,uq_only_support_aware,4,2
10,2,Ga-Pt-Tm,uq_only_support_aware,5,3
10,2,Ga-Pt-Tm,uq_only_support_aware,6,3
10,2,Ga-Pt-Tm,uq_only_support_aware,7,3
10,2,Ga-Pt-Tm,uq_only_support_aware,8,3
10,2,Ga-Pt-Tm,uq_only_support_aware,9,3
10,2,Ga-Pt-Tm,uq_only_support_aware,10,3
10,2,Ga-Pt-Tm,es_only_independent,0,0
10,2,Ga-Pt-Tm,es_only_independent,1,0
10,2,Ga-Pt-Tm,es_only_independent,2,1
10,2,Ga-Pt-Tm,es_only_independent,3,2
10,2,Ga-Pt-Tm,es_only_independent,4,2
10,2,Ga-Pt-Tm,es_only_independent,5,2
10,2,Ga-Pt-Tm,es_only_independent,6,2
10,2,Ga-Pt-Tm,es_only_independent,7,2
10,2,Ga-Pt-Tm,es_only_independent,8,2
10,2,Ga-Pt-Tm,es_only_independent,9,2
10,2,Ga-Pt-Tm,es_only_independent,10,2
10,2,Ga-Pt-Tm,full_support_aware,0,0
10,2,Ga-Pt-Tm,full_support_aware,1,1
10,2,Ga-Pt-Tm,full_support_aware,2,1
10,2,Ga-Pt-Tm,full_support_aware,3,2
10,2,Ga-Pt-Tm,full_support_aware,4,2
10,2,Ga-Pt-Tm,full_support_aware,5,2
10,2,Ga-Pt-Tm,full_support_aware,6,3
10,2,Ga-Pt-Tm,full_support_aware,7,3
10,2,Ga-Pt-Tm,full_support_aware,8,4
10,2,Ga-Pt-Tm,full_support_aware,9,5
10,2,Ga-Pt-Tm,full_support_aware,10,5
10,2,Hf-Ni-Zr,baseline_reference,0,0
10,2,Hf-Ni-Zr,baseline_reference,1,1
10,2,Hf-Ni-Zr,baseline_reference,2,2
10,2,Hf-Ni-Zr,baseline_reference,3,3
10,2,Hf-Ni-Zr,baseline_reference,4,3
10,2,Hf-Ni-Zr,baseline_reference,5,4
10,2,Hf-Ni-Zr,baseline_reference,6,5
10,2,Hf-Ni-Zr,baseline_reference,7,6
10,2,Hf-Ni-Zr,baseline_reference,8,6
10,2,Hf-Ni-Zr,baseline_reference,9,6
10,2,Hf-Ni-Zr,baseline_reference,10,6
10,2,Hf-Ni-Zr,uq_only_support_aware,0,0
10,2,Hf-Ni-Zr,uq_only_support_aware,1,1
10,2,Hf-Ni-Zr,uq_only_support_aware,2,1
10,2,Hf-Ni-Zr,uq_only_support_aware,3,2
10,2,Hf-Ni-Zr,uq_only_support_aware,4,3
10,2,Hf-Ni-Zr,uq_only_support_aware,5,3
10,2,Hf-Ni-Zr,uq_only_support_aware,6,3
10,2,Hf-Ni-Zr,uq_only_support_aware,7,4
10,2,Hf-Ni-Zr,uq_only_support_aware,8,4
10,2,Hf-Ni-Zr,uq_only_support_aware,9,5
10,2,Hf-Ni-Zr,uq_only_support_aware,10,5
10,2,Hf-Ni-Zr,es_only_independent,0,0
10,2,Hf-Ni-Zr,es_only_independent,1,0
10,2,Hf-Ni-Zr,es_only_independent,2,0
10,2,Hf-Ni-Zr,es_only_independent,3,1
10,2,Hf-Ni-Zr,es_only_independent,4,2
10,2,Hf-Ni-Zr,es_only_independent,5,2
10,2,Hf-Ni-Zr,es_only_independent,6,3
10,2,Hf-Ni-Zr,es_only_independent,7,3
10,2,Hf-Ni-Zr,es_only_independent,8,3
10,2,Hf-Ni-Zr,es_only_independent,9,3
10,2,Hf-Ni-Zr,es_only_independent,10,3
10,2,Hf-Ni-Zr,full_support_aware,0,0
10,2,Hf-Ni-Zr,full_support_aware,1,0
10,2,Hf-Ni-Zr,full_support_aware,2,1
10,2,Hf-Ni-Zr,full_support_aware,3,2
10,2,Hf-Ni-Zr,full_support_aware,4,3
10,2,Hf-Ni-Zr,full_support_aware,5,4
10,2,Hf-Ni-Zr,full_support_aware,6,5
10,2,Hf-Ni-Zr,full_support_aware,7,5
10,2,Hf-Ni-Zr,full_support_aware,8,5
10,2,Hf-Ni-Zr,full_support_aware,9,5
10,2,Hf-Ni-Zr,full_support_aware,10,6
10,2,Mg-Sn-Sr,baseline_reference,0,0
10,2,Mg-Sn-Sr,baseline_reference,1,1
10,2,Mg-Sn-Sr,baseline_reference,2,1
10,2,Mg-Sn-Sr,baseline_reference,3,2
10,2,Mg-Sn-Sr,baseline_reference,4,2
10,2,Mg-Sn-Sr,baseline_reference,5,2
10,2,Mg-Sn-Sr,baseline_reference,6,3
10,2,Mg-Sn-Sr,baseline_reference,7,4
10,2,Mg-Sn-Sr,baseline_reference,8,4
10,2,Mg-Sn-Sr,baseline_reference,9,5
10,2,Mg-Sn-Sr,baseline_reference,10,6
10,2,Mg-Sn-Sr,uq_only_support_aware,0,0
10,2,Mg-Sn-Sr,uq_only_support_aware,1,1
10,2,Mg-Sn-Sr,uq_only_support_aware,2,2
10,2,Mg-Sn-Sr,uq_only_support_aware,3,3
10,2,Mg-Sn-Sr,uq_only_support_aware,4,4
10,2,Mg-Sn-Sr,uq_only_support_aware,5,5
10,2,Mg-Sn-Sr,uq_only_support_aware,6,6
10,2,Mg-Sn-Sr,uq_only_support_aware,7,7
10,2,Mg-Sn-Sr,uq_only_support_aware,8,8
10,2,Mg-Sn-Sr,uq_only_support_aware,9,9
10,2,Mg-Sn-Sr,uq_only_support_aware,10,10
10,2,Mg-Sn-Sr,es_only_independent,0,0
10,2,Mg-Sn-Sr,es_only_independent,1,1
10,2,Mg-Sn-Sr,es_only_independent,2,2
10,2,Mg-Sn-Sr,es_only_independent,3,3
10,2,Mg-Sn-Sr,es_only_independent,4,4
10,2,Mg-Sn-Sr,es_only_independent,5,4
10,2,Mg-Sn-Sr,es_only_independent,6,4
10,2,Mg-Sn-Sr,es_only_independent,7,4
10,2,Mg-Sn-Sr,es_only_independent,8,4
10,2,Mg-Sn-Sr,es_only_independent,9,4
10,2,Mg-Sn-Sr,es_only_independent,10,4
10,2,Mg-Sn-Sr,full_support_aware,0,0
10,2,Mg-Sn-Sr,full_support_aware,1,1
10,2,Mg-Sn-Sr,full_support_aware,2,2
10,2,Mg-Sn-Sr,full_support_aware,3,3
10,2,Mg-Sn-Sr,full_support_aware,4,4
10,2,Mg-Sn-Sr,full_support_aware,5,4
10,2,Mg-Sn-Sr,full_support_aware,6,4
10,2,Mg-Sn-Sr,full_support_aware,7,4
10,2,Mg-Sn-Sr,full_support_aware,8,4
10,2,Mg-Sn-Sr,full_support_aware,9,4
10,2,Mg-Sn-Sr,full_support_aware,10,4
