job_id,arm,task_id,seed,decision_id,tool_rpc_id,tool,error,next_scientific_rpc_id,action
component-final-827fb29e7d467a5c1448a2d5,es_only_independent,Co-Mg-Na,3,component-final-827fb29e7d467a5c1448a2d5:d0000005-c0,11,select_for_evaluation,The selected hash is not in this composition buffer.,14,"{""action_sha256"": ""91ddb1f211a4f6d74d8a6b7dba3da61a6a9f7185f4668a7a90f904ba44a310f6"", ""arguments"": {""composition"": ""NaMgCo2"", ""structure_hash"": ""0e3908fe733a400740916124542e2f0c8facd36bd54d5a754c363569026c0e59""}, ""tool"": ""select_for_evaluation""}"
component-final-827fb29e7d467a5c1448a2d5,es_only_independent,Co-Mg-Na,3,component-final-827fb29e7d467a5c1448a2d5:d0000008-c0,17,generate_structures,'<' not supported between instances of 'str' and 'float',26,"{""action_sha256"": ""3085f33af3141d567785668f8d5079f65898a027c2f5e0d73da401f0bc9090ec"", ""arguments"": {""compositions"": [{""formula"": ""NaMgCo3""}, {""formula"": ""NaMg2Co""}, {""formula"": ""NaMg3Co2""}, {""formula"": ""NaMg2Co3""}, {""formula"": ""Na2MgCo4""}], ""generator_name"": ""chemeleon"", ""num_candidates"": 32}, ""tool"": ""generate_structures""}"
component-final-827fb29e7d467a5c1448a2d5,es_only_independent,Co-Mg-Na,3,component-final-827fb29e7d467a5c1448a2d5:d0000015-c0,31,select_for_evaluation,Select an existing buffer composition.,36,"{""action_sha256"": ""63264f775e44e27b79b32c061c7699119391c72ffe64b8a8931c22541281393a"", ""arguments"": {""structure_index"": 11}, ""tool"": ""select_for_evaluation""}"
support-final-bceab85ac67db411774a2563,full_support_aware,Al-Li-V,2,support-final-bceab85ac67db411774a2563:d0000012-c0,25,select_for_evaluation,The selected hash is not in this composition buffer.,28,"{""action_sha256"": ""482a3783f57c74d0621212113562d7ecfbf46a848a8bf0216aa2982cbb172851"", ""arguments"": {""composition"": ""Li(AlV)2"", ""structure_hash"": ""2b433036342ade05c41c13dd95a1591208c9c5a44d142900ef3a232651d""}, ""tool"": ""select_for_evaluation""}"
support-final-bceab85ac67db411774a2563,full_support_aware,Al-Li-V,2,support-final-bceab85ac67db411774a2563:d0000014-c0,29,select_for_evaluation,The selected hash is not in this composition buffer.,32,"{""action_sha256"": ""fc9e22962896e935056e3f7c654b5ea97b91a7f2772ccb09efef282ef3f1fb25"", ""arguments"": {""composition"": ""Li3AlV2"", ""structure_hash"": ""a53e9f8b8acc9a70e9fc""}, ""tool"": ""select_for_evaluation""}"
support-final-2b96c9fd2ded8ff4d3c9fa7b,full_support_aware,Al-Li-V,3,support-final-2b96c9fd2ded8ff4d3c9fa7b:d0000006-c0,13,select_for_evaluation,The selected hash is not in this composition buffer.,18,"{""action_sha256"": ""6a66d0e79c5cda0a2ebe15b9882edadaa677489eb59634bff81e89a3344a13fc"", ""arguments"": {""composition"": ""Li3AlV2"", ""structure_hash"": ""9a665031a6da981e4123d50c121ba7ceda4d8a10400ffcc347c6651f600decd5""}, ""tool"": ""select_for_evaluation""}"
support-final-2b96c9fd2ded8ff4d3c9fa7b,full_support_aware,Al-Li-V,3,support-final-2b96c9fd2ded8ff4d3c9fa7b:d0000007-c0,15,select_for_evaluation,The selected hash is not in this composition buffer.,18,"{""action_sha256"": ""74f86b22b27639deb01822ff73c07248116fc20308addedfef196f98f78fc872"", ""arguments"": {""composition"": ""Li3AlV2"", ""structure_hash"": ""9a665031a6da981e4123d50c121ba7ceda4d8a10400ffcc347c6651f600decd5""}, ""tool"": ""select_for_evaluation""}"
support-final-2b96c9fd2ded8ff4d3c9fa7b,full_support_aware,Al-Li-V,3,support-final-2b96c9fd2ded8ff4d3c9fa7b:d0000012-c0,25,select_for_evaluation,The selected hash is not in this composition buffer.,28,"{""action_sha256"": ""e5fab45ed89b48780f4d580c2b1621b139a2a0efc489bc96e025dbe3b4b7a613"", ""arguments"": {""composition"": ""Li3AlV2"", ""structure_hash"": ""129cc34142e775ff0a00969f2c79831837b70303133db28b61a289bb4f7103""}, ""tool"": ""select_for_evaluation""}"
support-final-cda0e2a385af0e786df7d24a,full_support_aware,Al-Li-V,4,support-final-cda0e2a385af0e786df7d24a:d0000003-c0,7,select_for_evaluation,The selected hash is not in this composition buffer.,16,"{""action_sha256"": ""77ad1374a2eabdcffeb91bcbc7f8d2500d2355d415d8c4e7645e3d1e090450b2"", ""arguments"": {""composition"": ""LiAlV3"", ""structure_hash"": ""4e5aefbd99ad0c9ee2579db4a2666297517b48e25dbaad3dede9411225574848""}, ""tool"": ""select_for_evaluation""}"
support-final-cda0e2a385af0e786df7d24a,full_support_aware,Al-Li-V,4,support-final-cda0e2a385af0e786df7d24a:d0000013-c0,27,select_for_evaluation,The selected hash is not in this composition buffer.,36,"{""action_sha256"": ""e752dd8cef2ff51752f8ec9f68ac9c2abd0773cda5f96a60916b26a195fce21a"", ""arguments"": {""composition"": ""Li3AlV3"", ""structure_hash"": ""77ee054d3461e32efd81442cfc0101adca70bdada060cde2ad1682e5afc88ac88""}, ""tool"": ""select_for_evaluation""}"
support-final-cda0e2a385af0e786df7d24a,full_support_aware,Al-Li-V,4,support-final-cda0e2a385af0e786df7d24a:d0000014-c0,29,select_for_evaluation,The selected hash is not in this composition buffer.,36,"{""action_sha256"": ""0769feba4665a2053455adad8c38b0e06fd8012844fbc866778c6c050f13bf20"", ""arguments"": {""composition"": ""Li3AlV3"", ""structure_hash"": ""77ee054d3461e32efd81442cfc0101adca70bdada060cde2ad1682e5afc888""}, ""tool"": ""select_for_evaluation""}"
support-final-cda0e2a385af0e786df7d24a,full_support_aware,Al-Li-V,4,support-final-cda0e2a385af0e786df7d24a:d0000015-c0,31,select_for_evaluation,The selected hash is not in this composition buffer.,36,"{""action_sha256"": ""41d824d5c72dcb6bc481bf0d79057572d3be9e7123fe4b99e122a90fd74dc3c1"", ""arguments"": {""composition"": ""Li3AlV3"", ""structure_hash"": ""77ee054d3461e32efd81442cfc0101adca70bdada060cde2ad1682e5afc888""}, ""tool"": ""select_for_evaluation""}"
support-final-cda0e2a385af0e786df7d24a,full_support_aware,Al-Li-V,4,support-final-cda0e2a385af0e786df7d24a:d0000016-c0,33,select_for_evaluation,The selected hash is not in this composition buffer.,36,"{""action_sha256"": ""db7d3106cf41e57e79651a4d2a12246bb306d92a4c3043db07447c8c9ef8fd4b"", ""arguments"": {""composition"": ""Li3AlV3"", ""structure_hash"": ""77ee054d3461e32efd81442cfc0101adca70bdada060cde2ad1682e5afc88ac88""}, ""tool"": ""select_for_evaluation""}"
support-final-c3b9e4053e380cd376460042,full_support_aware,Al-V-Zn,3,support-final-c3b9e4053e380cd376460042:d0000002-c0,5,select_for_evaluation,The selected hash is not in this composition buffer.,10,"{""action_sha256"": ""e2a2e3aa1b2391ff63e0045ead464fc8b9bab84fab742634de1a5a7a01f6c813"", ""arguments"": {""composition"": ""AlVZn2"", ""structure_hash"": ""eebbbe41d2e761437a399118d68bf31e2c0498f756251021ddc270c5""}, ""tool"": ""select_for_evaluation""}"
support-final-c3b9e4053e380cd376460042,full_support_aware,Al-V-Zn,3,support-final-c3b9e4053e380cd376460042:d0000005-c0,11,select_for_evaluation,The selected hash is not in this composition buffer.,16,"{""action_sha256"": ""5814a9dc9a0b7e1119578b9a02dc1da5cc1b70ff08cbfac9aa921a235ff1308c"", ""arguments"": {""composition"": ""AlVZn2"", ""structure_hash"": ""1bc6c24028cbb02e96c856764f1eeb7463340e87b4aa30096ee8010ae2953874""}, ""tool"": ""select_for_evaluation""}"
support-final-8d9484c7a3dc0a3085dccdab,full_support_aware,Al-V-Zn,4,support-final-8d9484c7a3dc0a3085dccdab:d0000003-c0,7,select_for_evaluation,The selected hash is not in this composition buffer.,10,"{""action_sha256"": ""0a736dabd906303c0e64cd3cedd59a94e9342493e34aed8f1f2db9cc615b31a8"", ""arguments"": {""composition"": ""AlV2Zn"", ""structure_hash"": ""bc383fc7cfcf31eb6d47b457eab0848022d54d517dbb574b7cd6f81733abc0b86c""}, ""tool"": ""select_for_evaluation""}"
support-final-68807310bf257b755381e67b,full_support_aware,Au-K-Tb,2,support-final-68807310bf257b755381e67b:d0000000-c0,1,generate_structures,Compositions need integral allowed-element counts and 1–20 atoms.,8,"{""action_sha256"": ""35d9c348d11ca7a0c88a4d628634aab01f803258c4d08e284d885707aa5fcd00"", ""arguments"": {""compositions"": [{""Au"": 1.0, ""Tb"": 1.0}, {""Au"": 1.0, ""K"": 1.0, ""Tb"": 1.0}, {""Au"": 1.0, ""K"": 0.5, ""Tb"": 1.0}, {""Au"": 1.0, ""Tb"": 2.0}, {""Au"": 2.0, ""K"": 1.0, ""Tb"": 1.0}], ""generator_name"": ""chemeleon"", ""num_candidates"": 32}, ""tool"": ""generate_structures""}"
support-final-5b6d1b84cc2ee0f52bb1c366,full_support_aware,Au-K-Tb,3,support-final-5b6d1b84cc2ee0f52bb1c366:d0000006-c0,13,select_for_evaluation,The selected hash is not in this composition buffer.,16,"{""action_sha256"": ""c2833379f888cde8a3dfbe6d40421df8917b54b81e7be966f435a20c45a9c700"", ""arguments"": {""composition"": ""K3TbAu3"", ""structure_hash"": ""643899fe1881787ef57fe061ff926d103b29956e5e0d42e34b070c83a""}, ""tool"": ""select_for_evaluation""}"
support-final-5b6d1b84cc2ee0f52bb1c366,full_support_aware,Au-K-Tb,3,support-final-5b6d1b84cc2ee0f52bb1c366:d0000013-c0,27,select_for_evaluation,The selected hash is not in this composition buffer.,36,"{""action_sha256"": ""0dd3fe796c62aac56301115af22150ab956d34ad7b1ce33849719af576b1702c"", ""arguments"": {""composition"": ""KTbAu5"", ""structure_hash"": ""50e821f550cedd576c49edeb27c2dce8522a793a5412e6290940a46439ac97e5""}, ""tool"": ""select_for_evaluation""}"
support-final-5b6d1b84cc2ee0f52bb1c366,full_support_aware,Au-K-Tb,3,support-final-5b6d1b84cc2ee0f52bb1c366:d0000014-c0,29,select_for_evaluation,The selected hash is not in this composition buffer.,36,"{""action_sha256"": ""3fe24ce228a4f45392f2945f768e7aa07c1e1cfb30b38fa721810e3ff9dca665"", ""arguments"": {""composition"": ""KTbAu5"", ""structure_hash"": ""50e821f550cedd576c49edeb27c2dce8522a793a5412e6290940a46439ac97e5""}, ""tool"": ""select_for_evaluation""}"
support-final-fdb8c5628b1505159c52f7cc,full_support_aware,Co-Dy-W,2,support-final-fdb8c5628b1505159c52f7cc:d0000003-c0,7,select_for_evaluation,The selected hash is not in this composition buffer.,14,"{""action_sha256"": ""2325b1c8e6d318c0f86354bcfbb04e869f15fce108e22bac79a2454513b8504e"", ""arguments"": {""composition"": ""DyCoW"", ""structure_hash"": ""d63339d55af12a876cb84659038beeed9e578c6caf016a1b2b43c8c4830c3a5b""}, ""tool"": ""select_for_evaluation""}"
support-final-fdb8c5628b1505159c52f7cc,full_support_aware,Co-Dy-W,2,support-final-fdb8c5628b1505159c52f7cc:d0000004-c0,9,select_for_evaluation,The selected hash is not in this composition buffer.,14,"{""action_sha256"": ""e2730ea1da9e27b0ec17ba3de70ea446b9e1e165abdeb3673c6b1865127e36d3"", ""arguments"": {""composition"": ""DyCoW"", ""structure_hash"": ""d4b1c22ccb469d038c2db2eba08f0936d6aed86e2c7e73be368cc7bf171bb03c""}, ""tool"": ""select_for_evaluation""}"
support-final-fdb8c5628b1505159c52f7cc,full_support_aware,Co-Dy-W,2,support-final-fdb8c5628b1505159c52f7cc:d0000005-c0,11,select_for_evaluation,The selected hash is not in this composition buffer.,14,"{""action_sha256"": ""65183e958b5a844e702f0a07652539bf0c599d201ce30f222964d62d0081420d"", ""arguments"": {""composition"": ""DyCoW"", ""structure_hash"": ""1bd2afee491eb16e46ebdd2c212f98d368316bdf68ddfcd511d904930443a501""}, ""tool"": ""select_for_evaluation""}"
support-final-f6823e6cdf872a727ba2d1e8,full_support_aware,Co-Dy-W,4,support-final-f6823e6cdf872a727ba2d1e8:d0000007-c0,15,select_for_evaluation,The selected hash is not in this composition buffer.,18,"{""action_sha256"": ""adafdecd8227db0096905f2a76a94aa97094da1feba1c388bd43a5ed28a5dfff"", ""arguments"": {""composition"": ""DyCo2W"", ""structure_hash"": ""ecc6e4aec6f11e070f71d86827cbad5b461fe6c4df69dface89f39c6bdcdd109""}, ""tool"": ""select_for_evaluation""}"
support-final-c2968e57d9e2851ad1f9774e,full_support_aware,Co-Mg-Na,3,support-final-c2968e57d9e2851ad1f9774e:d0000005-c0,11,select_for_evaluation,The selected hash is not in this composition buffer.,18,"{""action_sha256"": ""ffa5566142a85a3f6da93a913099390b051b92672111f8f5ea7bb8c87daf97d4"", ""arguments"": {""composition"": ""NaMgCo3"", ""structure_hash"": ""4a5017f6bc9eb1941cb4dead3fca4a8d0fa8e689b0b1f5215ba486f561ca200b""}, ""tool"": ""select_for_evaluation""}"
support-final-c2968e57d9e2851ad1f9774e,full_support_aware,Co-Mg-Na,3,support-final-c2968e57d9e2851ad1f9774e:d0000007-c0,15,select_for_evaluation,The selected hash is not in this composition buffer.,18,"{""action_sha256"": ""cacf9b7992f4258ee32c30e3689f6038471e455c7887e57c5f91a1d4ef9e39a7"", ""arguments"": {""composition"": ""NaMgCo3"", ""structure_hash"": ""4a5017f6bc9eb1941cb4dead3fca4a8d0fa8e689b0b1f5215ba486f561ca200b""}, ""tool"": ""select_for_evaluation""}"
support-final-32b9c75a950dc72b690b9f75,full_support_aware,Co-Mg-Na,4,support-final-32b9c75a950dc72b690b9f75:d0000003-c0,7,select_for_evaluation,Select an existing buffer composition.,12,"{""action_sha256"": ""6d2ff434b5e90c08331c329a6ad293e9d5e30536fd8ad471478b949728946e41"", ""arguments"": {""composition"": ""Mg3Co"", ""structure_hash"": ""0bd032c64b0920957ac5055744b7ded1381dc55d084695b294c3b178571a4144""}, ""tool"": ""select_for_evaluation""}"
support-final-32b9c75a950dc72b690b9f75,full_support_aware,Co-Mg-Na,4,support-final-32b9c75a950dc72b690b9f75:d0000008-c0,17,select_for_evaluation,The selected hash is not in this composition buffer.,20,"{""action_sha256"": ""0fa0482295f1e492d631f560114cc26c2dcda1f62f4c878b9151d0be9d4b7b81"", ""arguments"": {""composition"": ""MgCo2"", ""structure_hash"": ""7f818b6d3ca2acf3b7653678697cf2ca36cf951a8a17c4d419775fa4649a1460""}, ""tool"": ""select_for_evaluation""}"
support-final-2cd11ff827dc56a49263e71d,uq_only_support_aware,Al-Li-V,3,support-final-2cd11ff827dc56a49263e71d:d0000017-c0,35,select_for_evaluation,The selected hash is not in this composition buffer.,38,"{""action_sha256"": ""4d8e6a620e689738cd05a5aea9b6fbe15812eff34723ccba7504c1147e3eac46"", ""arguments"": {""composition"": ""Li2AlV4"", ""structure_hash"": ""f66059afb1d49e7c541d8313fb4285244f1ca9b7011afe2378e55ac2122d6a6""}, ""tool"": ""select_for_evaluation""}"
support-final-4a84dce05fdc57c5272bb199,uq_only_support_aware,Al-Li-V,4,support-final-4a84dce05fdc57c5272bb199:d0000002-c0,5,select_for_evaluation,Select an existing buffer composition.,8,"{""action_sha256"": ""a4230e378b3bd9a1d66ed3a7c44a1e450e6e47650eccf9998ccfc28015f0bf97"", ""arguments"": {""composition"": ""LiAlV3"", ""structure_index"": 2}, ""tool"": ""select_for_evaluation""}"
support-final-4a84dce05fdc57c5272bb199,uq_only_support_aware,Al-Li-V,4,support-final-4a84dce05fdc57c5272bb199:d0000004-c0,9,select_for_evaluation,Buffer selection index is out of range.,16,"{""action_sha256"": ""d9129fd95da555ebaca447c2ad14c2bdec26f1d0dfecc37739c2805516312ec1"", ""arguments"": {""composition"": ""Li2Al2V"", ""structure_index"": 1}, ""tool"": ""select_for_evaluation""}"
support-final-4a84dce05fdc57c5272bb199,uq_only_support_aware,Al-Li-V,4,support-final-4a84dce05fdc57c5272bb199:d0000008-c0,17,select_for_evaluation,The selected hash is not in this composition buffer.,22,"{""action_sha256"": ""7f96323ea3e04a51d9b495a0aeaf70984e52916c197f59058f911a009dba4a27"", ""arguments"": {""composition"": ""Li3Al3V2"", ""structure_hash"": ""5b93ea4fb64312b148be6fcf35be127bda42289ffbcc1a80137096f0a324d75b""}, ""tool"": ""select_for_evaluation""}"
support-final-4a84dce05fdc57c5272bb199,uq_only_support_aware,Al-Li-V,4,support-final-4a84dce05fdc57c5272bb199:d0000009-c0,19,select_for_evaluation,The selected hash is not in this composition buffer.,22,"{""action_sha256"": ""22b7704fce2de410c3f6b9302707e7036d76d20f4316c115fbcbc08f2701409a"", ""arguments"": {""composition"": ""Li3Al3V2"", ""structure_hash"": ""5b93ea4fb64312b148be6fcf35be127bda42289ffbcc1a80137096f0a324d75b""}, ""tool"": ""select_for_evaluation""}"
support-final-50481d7de104501120b84fb5,uq_only_support_aware,Al-V-Zn,2,support-final-50481d7de104501120b84fb5:d0000001-c1,3,generate_structures,Compositions need integral allowed-element counts and 1–20 atoms.,10,"{""action_sha256"": ""318b9887c22b995e52f4a23a67d207da8ebd6c52a278ef5843e2b83986640f8e"", ""arguments"": {""compositions"": [""AlV"", ""AlV2"", ""AlV3"", ""Al2V3"", ""Al3V4"", ""Al4V5"", ""Al5V6"", ""Al6V7"", ""Al7V8"", ""Al8V9"", ""Al9V10"", ""Al10V11"", ""Al11V12"", ""Al12V13"", ""Al13V14"", ""Al14V15"", ""Al15V16"", ""Al16V17"", ""Al17V18"", ""Al18V19"", ""Al19V20"", ""Al20V21""], ""generator_name"": ""chemeleon"", ""num_candidates"": 32}, ""tool"": ""generate_structures""}"
support-final-50481d7de104501120b84fb5,uq_only_support_aware,Al-V-Zn,2,support-final-50481d7de104501120b84fb5:d0000006-c0,13,select_for_evaluation,The selected hash is not in this composition buffer.,16,"{""action_sha256"": ""8be48d45369aabf308464124ff262de1b8cc4e1b02cf0560beeb47b46a61ba9e"", ""arguments"": {""composition"": ""Al2VZn2"", ""structure_hash"": ""eac9e4f9a2b77b16024fbf50fbb3c8688a27f4363cbdfe3ce42a8fca7a38df8""}, ""tool"": ""select_for_evaluation""}"
support-final-b8ea68c4cba1f93c238e3acd,uq_only_support_aware,Al-V-Zn,4,support-final-b8ea68c4cba1f93c238e3acd:d0000015-c0,31,select_for_evaluation,Select an existing buffer composition.,38,"{""action_sha256"": ""ea927402a754a0cad2ff133b2db91280d3fc2e961e81db7771cd8f68036c80c4"", ""arguments"": {""composition"": ""Al2V3Zn"", ""structure_hash"": ""94f3b55bb0ece1f7b29397e4b34a383704a26215234869b5ac6fd0b43f17a488""}, ""tool"": ""select_for_evaluation""}"
support-final-b8ea68c4cba1f93c238e3acd,uq_only_support_aware,Al-V-Zn,4,support-final-b8ea68c4cba1f93c238e3acd:d0000016-c0,33,select_for_evaluation,Select an existing buffer composition.,38,"{""action_sha256"": ""b6bc187243736bddf0afa2c23c0453d2b60824a195722fb1355c925ae6607fd5"", ""arguments"": {""composition"": ""Al2V3Zn"", ""structure_hash"": ""e179f19b2fa990512328f019a237e15d8bff2b89b7fa88a2cc2b8dc2192b0289""}, ""tool"": ""select_for_evaluation""}"
support-final-b8ea68c4cba1f93c238e3acd,uq_only_support_aware,Al-V-Zn,4,support-final-b8ea68c4cba1f93c238e3acd:d0000017-c0,35,select_for_evaluation,Select an existing buffer composition.,38,"{""action_sha256"": ""718ac93bb5ebc9b67affca40233f1e0894e37240556778c9241f3ef1a765fe5a"", ""arguments"": {""composition"": ""Al2V3Zn"", ""structure_hash"": ""e179f19b2fa990512328f019a237e15d8bff2b89b7fa88a2cc2b8dc2192b0289""}, ""tool"": ""select_for_evaluation""}"
support-final-97076161f2eb1dff20b02ffe,uq_only_support_aware,Co-Dy-W,3,support-final-97076161f2eb1dff20b02ffe:d0000013-c0,27,select_for_evaluation,The selected hash is not in this composition buffer.,32,"{""action_sha256"": ""cfde454e2d9c915edcaab4eed2568549e0471f7c039739840c0968b15c75ed39"", ""arguments"": {""composition"": ""Dy2CoW2"", ""structure_hash"": ""ae75e4f64e1ecc4c2d548991155ef6912a03854a004aea10440dcce90d2255e""}, ""tool"": ""select_for_evaluation""}"
support-final-8f46b298f45606301f129592,uq_only_support_aware,Co-Mg-Na,3,support-final-8f46b298f45606301f129592:d0000008-c0,17,select_for_evaluation,The selected hash is not in this composition buffer.,26,"{""action_sha256"": ""cb2d9b4f39abbc5aff058d8a815481a49cff49320e0d99a0ad70476973a87237"", ""arguments"": {""composition"": ""Na4MgCo4"", ""structure_hash"": ""6a8db26cf5157e588d45acef6be3afff91e8015775f061e8bf782890184e6""}, ""tool"": ""select_for_evaluation""}"
support-final-d5b33bead70e71d6523996b6,uq_only_support_aware,Co-Mg-Na,4,support-final-d5b33bead70e71d6523996b6:d0000001-c0,3,select_for_evaluation,The selected hash is not in this composition buffer.,8,"{""action_sha256"": ""d07cde11c0c9726fee18628fbfa991dd57c80e23aa5688aca2816379c1529c8f"", ""arguments"": {""composition"": ""Na3MgCo"", ""structure_hash"": ""0256be28a510ffc0e3b60b676d7d12275843dbf4e5ac5b6fe0213c138f6c28e""}, ""tool"": ""select_for_evaluation""}"
support-final-d5b33bead70e71d6523996b6,uq_only_support_aware,Co-Mg-Na,4,support-final-d5b33bead70e71d6523996b6:d0000002-c0,5,select_for_evaluation,The selected hash is not in this composition buffer.,8,"{""action_sha256"": ""1660a5119acf3bf2ebbe81f507e91c1efbe74d8fca3650bd04fff8f875969848"", ""arguments"": {""composition"": ""NaMgCo3"", ""structure_hash"": ""45f21bc59c62aa59935759935759c9e327463d264739053be98d726d020cdff2ade06d""}, ""tool"": ""select_for_evaluation""}"
