AUDC,SUN,arm,budget,job_id,seed,task_id,actual_extra_proposals,candidate_step_failures,changed_from_first_valid_with_unknown_support,duplicate_known_step_candidate_hashes,duplicate_tool_arguments,event_stable_new,event_stable_new_missing,executed_policy_tools,failed_selects,fixed_recovery_tools,generation_invalid,graph_other_or_absent,graph_succeeded,graph_unavailable,multiple_controller_valid,negative_SUN_curve_deltas,other_extra_proposals,other_retry_requests,physical_steps,proposals,scalar_control_threshold_crossings,scalar_threshold_extra_proposals,schema_extra_proposals,schema_invalid,schema_retry_requests,schema_status_missing,selected_nonfirst,selected_nonfirst_after_schema,sequences,stable_new_with_zero_SUN_delta,steps_with_negative_event_minus_SUN_delta,steps_with_positive_event_minus_SUN_delta,support_false,support_missing,support_true,supported_scalar_threshold_crossings,supported_valid_pair_comparisons,supported_valid_pair_selected_second,supported_valid_pair_selection_changes,tool_failures,type_extra_proposals,type_retry_requests,unexecuted_candidates,unexecuted_future_labels,unknown_step_candidate_hashes,scalar_n,scalar_min,scalar_max,event_minus_final,formula_top_fraction,unique_evaluated_formulas,wall_seconds,graph_seconds,initialization_calls,MACE_events,MACE_cost_field,tool_counts,actual_model_state_hash
0.64,4,baseline_reference,10,component-final-6940b1c4fd8e43fbb929381b,4,Hf-Ni-Zr,2,0,0,0,1,4,0,22,4,0,2,24,0,0,0,0,2,0,10,24,0,0,0,0,0,24,2,0,22,0,0,0,0,24,0,0,0,0,0,4,0,0,2,0,0,22,0.4998311996459961,0.500365674495697,0,0.2,8,651.5604857429862,0,22,164,164,"{""generate_structures"":6,""score_buffer"":2,""select_for_evaluation"":14}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.66,6,full_support_aware,10,support-final-02f2c471bf623c421c1d4e0e,2,Hf-Ni-Zr,1,0,0,0,2,6,0,24,4,0,1,0,18,7,0,0,0,0,10,25,0,0,1,1,1,0,1,1,24,0,0,0,7,0,18,0,0,0,0,4,0,1,1,0,0,24,0.4993959367275238,0.5009636878967285,0,0.3,4,1453.7984302798286,912.6425515823066,22,30,30,"{""generate_structures"":8,""query_structures"":1,""score_buffer"":1,""select_for_evaluation"":14}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.6,4,full_support_aware,10,support-final-a0c9a6f4b1eec241747a6666,3,Hf-Ni-Zr,0,0,0,0,2,4,0,16,1,0,0,0,15,1,0,0,0,0,10,16,0,0,0,0,0,0,0,0,16,0,0,0,1,0,15,0,0,0,0,1,0,0,0,0,0,16,0.49940067529678345,0.5007084608078003,0,0.8,2,1382.109962838702,1056.2443618737161,22,0,,"{""generate_structures"":5,""select_for_evaluation"":11}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.53,5,full_support_aware,10,support-final-616b831cc331015b008f716c,4,Hf-Ni-Zr,0,0,0,0,2,5,0,19,5,0,0,0,17,2,0,0,0,0,10,19,0,0,0,0,0,0,0,0,19,0,0,0,2,0,17,0,0,0,0,5,0,0,0,0,0,19,0.4993687570095062,0.5008867979049683,0,0.4,4,1508.2226841710508,1132.3584302002564,22,49,49,"{""generate_structures"":2,""score_buffer"":2,""select_for_evaluation"":15}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.54,6,baseline_reference,10,component-final-f5130b9d1e96a3a3e587815c,2,Mg-Sn-Sr,1,0,0,0,5,6,0,25,3,0,1,26,0,0,0,0,1,0,10,26,0,0,0,0,0,26,1,0,25,0,0,0,0,26,0,0,0,0,0,4,0,0,1,0,0,25,0.4999038279056549,0.5004335641860962,0,0.8,2,481.2077244045213,0,96,125,125,"{""generate_structures"":7,""score_buffer"":5,""select_for_evaluation"":13}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.62,6,baseline_reference,10,component-final-78d5574754ccf75b717ae914,3,Mg-Sn-Sr,0,0,0,0,6,6,0,29,3,0,0,29,0,0,0,0,0,0,10,29,0,0,0,0,0,29,0,0,29,0,0,0,0,29,0,0,0,0,0,3,0,0,0,0,0,29,0.4998948872089386,0.5003187656402588,0,0.8,3,558.288945059292,0,96,177,177,"{""generate_structures"":13,""score_buffer"":3,""select_for_evaluation"":13}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.2,2,baseline_reference,10,component-final-5437e8d24a83c0cf0eab590a,4,Mg-Sn-Sr,2,0,0,0,1,2,0,22,2,0,2,24,0,0,0,0,2,0,10,24,0,0,0,0,0,24,2,0,22,0,0,0,0,24,0,0,0,0,0,4,0,0,2,0,0,22,0.4999311566352844,0.5004859566688538,0,0.8,3,454.9248453909531,0,96,52,52,"{""generate_structures"":5,""query_structures"":2,""score_buffer"":3,""select_for_evaluation"":12}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.64,4,full_support_aware,10,support-final-908dd599770160e96ff4569c,2,Mg-Sn-Sr,1,0,0,0,2,4,0,19,1,0,0,0,19,1,0,0,0,0,10,20,0,0,1,1,1,0,1,1,19,0,0,0,1,0,19,0,0,0,0,1,0,0,1,0,0,20,0.499431312084198,0.500923752784729,0,0.9,2,1552.887441586703,1217.5852588005364,96,0,,"{""generate_structures"":7,""get_buffer_stats"":1,""select_for_evaluation"":11}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.88,8,full_support_aware,10,support-final-603d93a5e35b5c329bde3929,3,Mg-Sn-Sr,2,0,0,0,4,8,0,27,10,0,2,0,24,5,0,0,0,0,10,29,0,0,2,2,2,0,2,2,27,0,0,0,5,0,24,0,0,0,0,11,0,0,2,0,0,27,0.4993959367275238,0.5008348822593689,0,0.5,3,2127.922809567768,1593.167601622641,96,0,,"{""generate_structures"":4,""query_structures"":2,""score_buffer"":1,""select_for_evaluation"":20}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.09,3,full_support_aware,10,support-final-38f9461dae82598c89d645ea,4,Mg-Sn-Sr,2,0,0,0,1,3,0,13,0,0,0,0,11,4,1,0,0,0,10,15,0,0,1,1,1,0,1,1,13,0,0,0,4,0,11,0,0,0,0,0,1,1,2,0,0,15,0.4993320107460022,0.5009053945541382,0,0.4,3,1128.8861191137694,839.8313991799951,96,0,,"{""generate_structures"":2,""get_buffer_stats"":1,""select_for_evaluation"":10}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,baseline_reference,10,component-final-6c30e36bb5b40e6b0e509b55,2,Au-Cr-Cs-Dy,3,0,0,0,2,0,0,20,3,0,3,23,0,0,0,0,3,0,10,23,0,0,0,0,0,23,3,0,20,0,0,0,0,23,0,0,0,0,0,3,0,0,3,0,0,20,0.499859482049942,0.500465989112854,0,0.4,5,452.99927620217204,0,11,106,106,"{""generate_structures"":4,""score_buffer"":3,""select_for_evaluation"":13}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,baseline_reference,10,component-final-bca488e9ac3e6e006d8af5e7,3,Au-Cr-Cs-Dy,0,0,0,0,3,0,0,29,1,0,0,29,0,0,0,0,0,0,10,29,0,0,0,0,0,29,0,0,29,0,0,0,0,29,0,0,0,0,0,1,0,0,0,0,0,29,0.49986258149147034,0.5003772377967834,0,0.4,6,646.9198197862133,0,11,256,256,"{""generate_structures"":15,""score_buffer"":3,""select_for_evaluation"":11}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,baseline_reference,10,component-final-097cf70d695ce1077e80d968,4,Au-Cr-Cs-Dy,0,0,0,0,1,0,0,18,3,0,0,18,0,0,0,0,0,0,10,18,0,0,0,0,0,18,0,0,18,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,18,0.49998313188552856,0.5004042387008667,0,0.3,6,354.9213970899582,0,11,60,60,"{""generate_structures"":3,""score_buffer"":2,""select_for_evaluation"":13}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,full_support_aware,10,support-final-1a6965c14309d0ed9c706be0,2,Au-Cr-Cs-Dy,0,0,0,0,2,0,0,22,4,0,0,0,6,16,0,0,0,0,10,22,0,0,0,0,0,0,0,0,22,0,0,0,16,0,6,0,0,0,0,4,0,0,0,0,0,22,0.49942177534103394,0.5009022951126099,0,0.7,3,859.7652381695807,448.6037618080154,11,67,67,"{""generate_structures"":6,""score_buffer"":2,""select_for_evaluation"":14}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-179fb1443eef703a0e7c9ccc,3,Au-Cr-Cs-Dy,0,0,0,0,1,0,0,16,1,0,0,0,7,9,0,0,0,0,10,16,0,0,0,0,0,0,0,0,16,0,0,0,9,0,7,0,0,0,0,1,0,0,0,0,0,16,0.4991697669029236,0.5009299516677856,0,0.3,6,739.0625412119552,427.1015721447766,11,0,,"{""generate_structures"":5,""select_for_evaluation"":11}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-94123f30d5f5618c1f669b29,4,Au-Cr-Cs-Dy,3,0,0,0,1,0,0,16,0,0,3,0,12,7,0,0,0,0,10,19,0,0,3,3,3,0,3,3,16,0,0,0,7,0,12,0,0,0,0,0,0,0,3,0,0,16,0.4994944632053375,0.5007664561271667,0,0.4,4,1023.8038343423977,598.5887340111658,11,52,52,"{""generate_structures"":2,""query_structures"":3,""score_buffer"":1,""select_for_evaluation"":10}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.11,1,baseline_reference,10,component-final-d162af62e35cb5b102460cac,2,Au-Tb-V-Y,0,0,0,0,2,1,0,19,0,0,0,19,0,0,0,0,0,0,10,19,0,0,0,0,0,19,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,19,0.4999118149280548,0.5002874732017517,0,0.4,5,441.4397158687934,0,23,139,139,"{""generate_structures"":6,""score_buffer"":3,""select_for_evaluation"":10}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.18,2,baseline_reference,10,component-final-98ec36cd075666fe04f30595,3,Au-Tb-V-Y,0,0,0,0,2,2,0,29,2,0,0,29,0,0,0,0,0,0,10,29,0,0,0,0,0,29,0,0,29,0,0,0,0,29,0,0,0,0,0,2,0,0,0,0,0,29,0.49984192848205566,0.5002959966659546,0,0.3,8,453.86885461676866,0,23,85,85,"{""generate_structures"":15,""score_buffer"":2,""select_for_evaluation"":12}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,baseline_reference,10,component-final-67fc6276065678190cd1668f,4,Au-Tb-V-Y,0,0,0,0,1,0,0,23,4,0,0,23,0,0,0,0,0,0,10,23,0,0,0,0,0,23,0,0,23,0,0,0,0,23,0,0,0,0,0,4,0,0,0,0,0,23,0.49986639618873596,0.5004290342330933,0,0.5,5,458.34044604562223,0,23,143,143,"{""generate_structures"":8,""score_buffer"":1,""select_for_evaluation"":14}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,full_support_aware,10,support-final-8ddd13950a3b79b7029e9ad3,2,Au-Tb-V-Y,1,0,0,0,3,0,0,17,0,0,1,0,9,9,0,0,0,0,10,18,0,0,1,1,1,0,1,1,17,0,0,0,9,0,9,0,0,0,0,0,0,0,1,0,0,17,0.4993736147880554,0.5007129907608032,0,0.9,2,979.3435084596276,682.0302835498005,23,0,,"{""generate_structures"":6,""query_structures"":1,""select_for_evaluation"":10}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-a691d7b00562ab02ca35448b,3,Au-Tb-V-Y,0,0,0,0,0,0,0,18,1,0,0,0,17,1,0,0,0,0,10,18,0,0,0,0,0,0,0,0,18,0,0,0,1,0,17,0,0,0,0,1,0,0,0,0,0,18,0.4993203580379486,0.501063346862793,0,0.5,4,1401.4624253939837,1008.6570879118517,23,104,104,"{""generate_structures"":6,""score_buffer"":1,""select_for_evaluation"":11}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-78dcf45418fea8678fe997fa,4,Au-Tb-V-Y,2,0,0,0,0,0,0,13,0,0,1,0,8,7,1,0,0,0,10,15,0,0,1,1,1,0,1,1,13,0,0,0,7,0,8,0,0,0,0,0,1,1,2,0,0,14,0.49956515431404114,0.5008962750434875,0,0.6,3,881.3233592035249,586.4852566663176,23,0,,"{""generate_structures"":2,""query_structures"":1,""select_for_evaluation"":10}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,baseline_reference,10,component-final-dc0be1ae32cc4968091e77db,2,Ba-Nd-Ni-W,0,0,0,0,4,0,0,21,2,0,0,21,0,0,0,0,0,0,10,21,0,0,0,0,0,21,0,0,21,0,0,0,0,21,0,0,0,0,0,2,0,0,0,0,0,21,0.49987801909446716,0.5002287030220032,0,0.6,4,498.4446731507778,0,12,165,165,"{""generate_structures"":6,""score_buffer"":3,""select_for_evaluation"":12}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,baseline_reference,10,component-final-91e9365ecc653ed9cb2dd65d,3,Ba-Nd-Ni-W,1,0,0,0,0,0,0,20,2,0,1,21,0,0,0,0,1,0,10,21,0,0,0,0,0,21,1,0,20,0,0,0,0,21,0,0,0,0,0,2,0,0,1,0,0,20,0.49990901350975037,0.5003777742385864,0,0.2,7,366.58739982917905,0,12,33,33,"{""generate_structures"":6,""score_buffer"":2,""select_for_evaluation"":12}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,baseline_reference,10,component-final-a744d1f002d5515ae862af23,4,Ba-Nd-Ni-W,0,0,0,0,1,0,0,18,0,0,0,18,0,0,0,0,0,0,10,18,0,0,0,0,0,18,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0.49985095858573914,0.5004079341888428,0,0.6,3,537.8120758039877,0,12,131,131,"{""generate_structures"":5,""score_buffer"":3,""select_for_evaluation"":10}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,full_support_aware,10,support-final-f09b3e784a0ddc04b0a7317a,2,Ba-Nd-Ni-W,0,0,0,0,0,0,0,17,1,0,0,0,12,5,0,0,0,0,10,17,0,0,0,0,0,0,0,0,17,0,0,0,5,0,12,0,0,0,0,1,0,0,0,0,0,17,0.4991609752178192,0.5010521411895752,0,0.2,6,976.5105373244733,604.7030329555273,12,29,29,"{""generate_structures"":5,""score_buffer"":1,""select_for_evaluation"":11}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-f758821e9368aab76c064a86,3,Ba-Nd-Ni-W,1,0,0,0,0,0,0,22,1,0,0,0,19,4,1,0,0,0,10,23,0,0,0,0,0,0,0,0,22,0,0,0,4,0,19,0,0,0,0,1,1,1,1,0,0,23,0.4993295669555664,0.5011335015296936,0,0.2,7,1836.8036954207346,1036.284186172299,12,200,200,"{""generate_structures"":9,""score_buffer"":2,""select_for_evaluation"":11}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-11d1fb0da6efb51372274b75,4,Ba-Nd-Ni-W,5,0,0,0,1,0,0,22,3,0,3,0,11,16,2,0,0,0,10,27,0,0,3,3,3,0,3,3,22,0,0,0,16,0,11,0,0,0,0,3,2,2,5,0,0,24,0.49943310022354126,0.5006386041641235,0,0.7,3,1175.6705184001476,629.3792181713507,12,75,75,"{""generate_structures"":5,""query_structures"":3,""score_buffer"":1,""select_for_evaluation"":13}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.07,1,baseline_reference,10,component-final-251fda107f2a15d6293fdf18,2,Ce-Ir-Pt-Sn,1,0,0,0,1,1,0,24,4,0,1,25,0,0,0,0,1,0,10,25,0,0,0,0,0,25,1,0,24,0,0,0,0,25,0,0,0,0,0,5,0,0,1,0,0,24,0.4998742640018463,0.5003304481506348,0,0.2,7,668.588401013054,0,45,114,114,"{""generate_structures"":7,""score_buffer"":3,""select_for_evaluation"":14}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.11,1,baseline_reference,10,component-final-6446602ec40cfb52bac4334d,3,Ce-Ir-Pt-Sn,0,0,0,0,3,1,0,23,0,0,0,23,0,0,0,0,0,0,10,23,0,0,0,0,0,23,0,0,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,23,0.49982160329818726,0.5002546906471252,0,0.7,3,524.0158343296498,0,45,161,161,"{""generate_structures"":10,""score_buffer"":3,""select_for_evaluation"":10}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.55,5,baseline_reference,10,component-final-d871efc4554e769daf1e3833,4,Ce-Ir-Pt-Sn,0,0,0,0,6,5,0,28,13,1,0,28,0,0,0,0,0,0,10,28,0,0,0,0,0,28,0,0,29,0,0,0,0,28,0,0,0,0,0,13,0,0,0,0,0,28,0.4998416304588318,0.5003429651260376,0,0.7,4,559.742550640367,0,45,123,123,"{""generate_structures"":5,""score_buffer"":1,""select_for_evaluation"":23}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,full_support_aware,10,support-final-f4faf6133fc3e50f03662f80,2,Ce-Ir-Pt-Sn,0,0,0,0,0,0,0,18,0,0,0,0,15,3,0,0,0,0,10,18,0,0,0,0,0,0,0,0,18,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,18,0.49934306740760803,0.5010156035423279,0,0.6,4,1013.3397024637088,631.5307683404535,45,29,29,"{""generate_structures"":7,""score_buffer"":1,""select_for_evaluation"":10}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-f93aa971ea63b91e0dc892b3,3,Ce-Ir-Pt-Sn,0,0,0,0,3,0,0,20,2,0,0,0,12,8,0,0,0,0,10,20,0,0,0,0,0,0,0,0,20,0,0,0,8,0,12,0,0,0,0,2,0,0,0,0,0,20,0.49951255321502686,0.5008169412612915,0,0.5,4,1249.764094746206,870.2970919874497,45,0,,"{""generate_structures"":8,""select_for_evaluation"":12}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-d77834ef35b45ec89bc441bf,4,Ce-Ir-Pt-Sn,1,0,0,0,0,0,0,17,2,0,1,0,13,5,0,0,0,0,10,18,0,0,1,1,1,0,1,1,17,0,0,0,5,0,13,0,0,0,0,2,0,0,1,0,0,17,0.49948835372924805,0.5009850263595581,0,0.5,4,1395.3945128396153,966.1412371480837,45,0,,"{""generate_structures"":4,""query_structures"":1,""select_for_evaluation"":12}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,baseline_reference,10,component-final-e1e2584451753c9a68515b9c,2,Co-Dy-Ta-Y,0,0,0,0,2,0,0,26,1,0,0,26,0,0,0,0,0,0,10,26,0,0,0,0,0,26,0,0,26,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,26,0.4998617470264435,0.5003056526184082,0,0.2,8,806.4478543950245,0,32,299,299,"{""generate_structures"":11,""score_buffer"":4,""select_for_evaluation"":11}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,baseline_reference,10,component-final-18353fabceca3a7f51383b08,3,Co-Dy-Ta-Y,0,0,0,0,2,0,0,23,2,0,0,23,0,0,0,0,0,0,10,23,0,0,0,0,0,23,0,0,23,0,0,0,0,23,0,0,0,0,0,2,0,0,0,0,0,23,0.4998854100704193,0.5004463791847229,0,0.5,6,684.7131256926805,0,32,211,211,"{""generate_structures"":7,""score_buffer"":4,""select_for_evaluation"":12}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.12,2,baseline_reference,10,component-final-23fc0277f36cbc5173086457,4,Co-Dy-Ta-Y,1,0,0,0,0,2,0,18,3,0,1,19,0,0,0,0,1,0,10,19,0,0,0,0,0,19,1,0,18,0,0,0,0,19,0,0,0,0,0,3,0,0,1,0,0,18,0.49991482496261597,0.5002166032791138,0,0.4,5,337.1087966617197,0,32,0,,"{""generate_structures"":5,""select_for_evaluation"":13}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,full_support_aware,10,support-final-7a5ae0a82032daf2b8670e82,2,Co-Dy-Ta-Y,1,0,0,0,0,0,0,20,1,0,1,0,15,6,0,0,0,0,10,21,0,0,1,1,1,0,1,1,20,0,0,0,6,0,15,0,0,0,0,1,0,0,1,0,0,20,0.49923983216285706,0.5009403228759766,0,0.2,7,1188.7677709357813,742.0166989369318,32,30,30,"{""generate_structures"":7,""get_buffer_stats"":1,""score_buffer"":1,""select_for_evaluation"":11}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-bcf7b2f58a7d35a63c9622c1,3,Co-Dy-Ta-Y,0,0,0,0,1,0,0,17,3,0,0,0,14,3,0,0,0,0,10,17,0,0,0,0,0,0,0,0,17,0,0,0,3,0,14,0,0,0,0,3,0,0,0,0,0,17,0.4991784393787384,0.500946581363678,0,0.3,7,1244.7789471754804,908.0299591450021,32,0,,"{""generate_structures"":4,""select_for_evaluation"":13}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-c8368ecb79793f58c6fb9e1d,4,Co-Dy-Ta-Y,0,0,0,0,0,0,0,18,2,0,0,0,13,5,0,0,0,0,10,18,0,0,0,0,0,0,0,0,18,0,0,0,5,0,13,0,0,0,0,3,0,0,0,0,0,18,0.4993397295475006,0.5010668635368347,0,0.4,4,1295.3866220512427,922.9845709642395,32,55,55,"{""generate_structures"":4,""score_buffer"":2,""select_for_evaluation"":12}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,baseline_reference,10,component-final-bc6d03adbbf9025116dc3880,2,Dy-K-Pd-Sm,1,0,0,0,1,0,0,24,3,0,1,25,0,0,0,0,1,0,10,25,0,0,0,0,0,25,1,0,24,0,0,0,0,25,0,0,0,0,0,3,0,0,1,0,0,24,0.4998478293418884,0.5003343224525452,0,0.3,6,529.5138332974166,0,17,123,123,"{""generate_structures"":7,""score_buffer"":4,""select_for_evaluation"":13}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,baseline_reference,10,component-final-145b2a1f666f8571e635f9f0,3,Dy-K-Pd-Sm,1,0,0,0,1,0,0,20,1,0,1,21,0,0,0,0,1,0,10,21,0,0,0,0,0,21,1,0,20,0,0,0,0,21,0,0,0,0,0,1,0,0,1,0,0,20,0.4998805820941925,0.5001444816589355,0,0.3,7,445.05792623758316,0,17,137,137,"{""generate_structures"":7,""score_buffer"":2,""select_for_evaluation"":11}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,baseline_reference,10,component-final-d7d60c4523f7442bcc1e14f0,4,Dy-K-Pd-Sm,2,0,0,0,1,0,0,17,1,0,2,19,0,0,0,0,2,0,10,19,0,0,0,0,0,19,2,0,17,0,0,0,0,19,0,0,0,0,0,2,0,0,2,0,0,17,0.4998568594455719,0.5001821517944336,0,0.7,2,302.69884678628296,0,17,0,,"{""generate_structures"":6,""select_for_evaluation"":11}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,full_support_aware,10,support-final-ae70b098ac34ffb7a212b8bc,2,Dy-K-Pd-Sm,1,0,0,0,0,0,0,15,0,0,1,0,3,13,0,0,0,0,10,16,0,0,1,1,1,0,1,1,15,0,0,0,13,0,3,0,0,0,0,0,0,0,1,0,0,15,0.49943023920059204,0.5007823705673218,0,0.5,3,647.3256028778851,328.40319716278464,17,0,,"{""generate_structures"":4,""get_buffer_stats"":1,""select_for_evaluation"":10}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-1a4204701592b08309618c74,3,Dy-K-Pd-Sm,0,0,0,0,0,0,0,16,1,0,0,0,13,3,0,0,0,0,10,16,0,0,0,0,0,0,0,0,16,0,0,0,3,0,13,0,0,0,0,1,0,0,0,0,0,16,0.4992753565311432,0.5009840726852417,0,0.2,6,1223.5478382436559,840.5230197785422,17,112,112,"{""generate_structures"":4,""score_buffer"":1,""select_for_evaluation"":11}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-c09bab44c8ff79feca6fce50,4,Dy-K-Pd-Sm,2,0,0,0,10,0,0,28,13,1,2,0,19,11,0,0,0,0,10,30,0,0,2,2,2,0,2,2,29,0,0,0,11,0,19,0,0,0,0,14,0,0,2,0,0,28,0.49933141469955444,0.5009540319442749,0,0.4,5,1569.5381666487083,1008.537070565857,17,56,56,"{""generate_structures"":3,""get_buffer_stats"":1,""query_structures"":1,""score_buffer"":1,""select_for_evaluation"":23}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,baseline_reference,10,component-final-6f752c4aa7ce2b59b8b786ac,2,Eu-Nb-Sn-Tl,0,0,0,0,1,0,0,19,1,0,0,19,0,0,0,0,0,0,10,19,0,0,0,0,0,19,0,0,19,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,19,0.49986615777015686,0.500398576259613,0,0.2,7,552.2192379860207,0,21,162,162,"{""generate_structures"":6,""score_buffer"":2,""select_for_evaluation"":11}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,baseline_reference,10,component-final-5928474b7a9036a2bb1990fb,3,Eu-Nb-Sn-Tl,0,0,0,0,3,0,0,27,1,0,0,27,0,0,0,0,0,0,10,27,0,0,0,0,0,27,0,0,27,0,0,0,0,27,0,0,0,0,0,1,0,0,0,0,0,27,0.4998706877231598,0.5002508163452148,0,0.3,5,680.3874327531084,0,21,294,294,"{""generate_structures"":13,""score_buffer"":3,""select_for_evaluation"":11}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,baseline_reference,10,component-final-9687f2a9b14b25a12b50c7c7,4,Eu-Nb-Sn-Tl,1,0,0,0,2,0,0,18,1,0,1,19,0,0,0,0,1,0,10,19,0,0,0,0,0,19,1,0,18,0,0,0,0,19,0,0,0,0,0,2,0,0,1,0,0,18,0.4999389052391052,0.5003507733345032,0,0.4,4,367.08496888168156,0,21,72,72,"{""generate_structures"":4,""score_buffer"":3,""select_for_evaluation"":11}",6a308686126804830c81a7d2a3495feda3b3a13b074b9958e0e6026759826516
0.0,0,full_support_aware,10,support-final-0f1e8770273e505e68224b59,2,Eu-Nb-Sn-Tl,0,0,0,0,0,0,0,13,1,0,0,0,3,10,0,0,0,0,10,13,0,0,0,0,0,0,0,0,13,0,0,0,10,0,3,0,0,0,0,1,0,0,0,0,0,13,0.4990619122982025,0.5009605288505554,0,0.3,4,571.4319077525288,308.1444111717865,21,29,29,"{""generate_structures"":1,""score_buffer"":1,""select_for_evaluation"":11}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
0.0,0,full_support_aware,10,support-final-b3d4545a74174065634e7517,3,Eu-Nb-Sn-Tl,2,0,0,0,0,0,0,17,1,0,2,0,15,4,0,0,0,0,10,19,0,0,1,2,2,0,1,1,17,0,0,0,4,0,15,0,0,0,0,1,1,1,2,0,0,17,0.49925532937049866,0.5011083483695984,0,0.4,5,1296.3744145212695,886.8541205888614,21,85,85,"{""generate_structures"":4,""query_structures"":1,""score_buffer"":1,""select_for_evaluation"":11}",d97a518f339174fd21c002e41617a80554d73facffc3c440584f32d7e9314b85
