task_id,budget,seed,arm,job_id,candidate_oracle_attempts,completion_tokens,graph_seconds,initialization_oracle_attempts,initialization_wall_seconds,llm_calls,prompt_tokens,rpc_attempts,score_sentinels,step_attempts,surrogate_oracle_attempts,tool_attempts,wall_seconds
Al-Hg-K-Mg-W,10,2,baseline_reference,component-final-65359526d44b738db68c8fa8,10,3194,0,59,111.89087831787765,21,44619,36,,10,7,18,350.1016256734729
Al-Hg-K-Mg-W,10,3,baseline_reference,component-final-d006a0b67ef88cf1f691d6ec,10,2695,0,59,112.53260073717684,22,33850,44,,10,247,22,650.6531161060557
Al-Hg-K-Mg-W,10,2,uq_only_support_aware,support-final-4652432618bc44a593bc6aeb,10,3271,956.717356604524,59,118.74351035011932,25,34852,46,45,10,159,23,1508.4468126599677
Al-Hg-K-Mg-W,10,2,es_only_independent,component-final-303cf537a07827fa724d66ad,10,3328,0,59,112.74068014603108,19,30795,32,,10,31,16,367.0577837713063
Al-Hg-K-Mg-W,10,3,es_only_independent,component-final-54b96d595037aafd35c6f5b8,10,2192,0,59,114.26010333746672,18,31438,36,,10,116,18,403.2162718195468
Al-Hg-K-Mg-W,10,2,full_support_aware,support-final-c3dbabc87b2a3c1267811fc6,10,2909,613.3442092547193,59,126.65988465491682,20,28794,34,,10,29,17,1031.436831055209
Al-Lu-Pt-Rb-Sm,10,2,baseline_reference,component-final-c17930ac49e496ac3296f57e,10,2615,0,46,111.6493117986247,19,30010,38,,10,71,19,408.37466463819146
Al-Lu-Pt-Rb-Sm,10,3,baseline_reference,component-final-4cc5602a266350a3ae17a310,10,2619,0,46,111.2989652166143,22,34594,44,5,10,233,22,542.1804403793067
Al-Lu-Pt-Rb-Sm,10,2,uq_only_support_aware,support-final-48aa8582fb12f751085565ea,10,2647,1068.2953306422569,46,102.36927843093872,22,35100,40,,10,63,20,1520.7780139739625
Al-Lu-Pt-Rb-Sm,10,2,es_only_independent,component-final-f3b046cbfbd52f15ff57e51a,10,2602,0,46,115.32788478769362,19,34906,38,,10,29,19,316.25748426187783
Al-Lu-Pt-Rb-Sm,10,3,es_only_independent,component-final-85ce10b659119a45a091746e,10,2865,0,46,120.95704793557525,22,49042,44,,10,190,22,555.9427208472043
Ca-Fe-Gd-Pb-Tb,10,2,baseline_reference,component-final-b28b5fc4a83fc07263b11366,10,3521,0,23,68.40305791515857,22,30005,42,,10,69,21,471.18553949985653
Ca-Fe-Gd-Pb-Tb,10,3,baseline_reference,component-final-6abc8e718c069a146b0c5e5b,10,4249,0,23,73.59652727562934,26,42774,48,3,10,228,24,676.4291878277436
Ca-Fe-Gd-Pb-Tb,10,2,uq_only_support_aware,support-final-afee12d5b9bc56ad9bd995d6,10,3295,994.5387000744231,23,91.32549057668075,20,39471,34,,10,,17,1403.0781169398688
Ca-Fe-Gd-Pb-Tb,10,2,es_only_independent,component-final-e047ea72af3268498a98e7fb,10,3829,0,23,67.85908567812294,23,40698,38,,10,29,19,421.807195616886
Ca-Fe-Gd-Pb-Tb,10,3,es_only_independent,component-final-f185167e4d827e210206e759,10,4394,0,23,71.40049926564097,28,52044,54,,10,143,27,572.2056626537815
Cd-Gd-Mn-Na-Ta,10,2,baseline_reference,component-final-ff1bf155652c3164bdcac333,10,5045,0,17,61.82686966378242,29,35663,50,,10,234,25,1186.5518430396914
Cd-Gd-Mn-Na-Ta,10,3,baseline_reference,component-final-bba307fd5d4c8f57b46934f9,10,3306,0,17,60.37974522821605,23,49249,44,,10,248,22,801.4548357157037
Cd-Gd-Mn-Na-Ta,10,2,uq_only_support_aware,support-final-cd4e3ec5a544d15c38d03906,10,4350,1100.2366410712712,17,55.163920376915485,33,46486,58,,10,262,29,2216.782071828842
Cd-Gd-Mn-Na-Ta,10,2,es_only_independent,component-final-b43730a305370e3e2d62885c,10,2923,0,17,63.90594700258225,19,29180,36,,10,57,18,473.9746703011915
Cd-Gd-Mn-Na-Ta,10,3,es_only_independent,component-final-f9c7b9a8f54a10df82964980,10,4404,0,17,64.3422749824822,30,47966,60,,10,235,30,885.0564507097006
Cd-Li-Nd-Ti-W,10,2,baseline_reference,component-final-a4458e0626fe8a328d9edd53,10,2981,0,21,49.361266494728625,22,40222,40,48,10,96,20,411.1001022569835
Cd-Li-Nd-Ti-W,10,3,baseline_reference,component-final-63570a8d509cf967a6ed9110,10,4161,0,21,47.120508964173496,30,44377,56,,10,266,28,837.4490039115772
Cd-Li-Nd-Ti-W,10,2,uq_only_support_aware,support-final-2e12c1bb545919201634d389,10,2445,1128.8996616583318,21,49.267641907092184,21,43050,38,20,10,119,19,1557.7406302047893
Cd-Li-Nd-Ti-W,10,2,es_only_independent,component-final-7d14130edc980b60d1b1aab1,10,2076,0,21,43.76516945939511,16,28897,32,,10,31,16,287.2163044894114
Cd-Li-Nd-Ti-W,10,3,es_only_independent,component-final-15ac29a2e97e6662ad02492f,10,3351,0,21,43.618063712492585,28,57078,54,,10,247,27,671.620936235413
Co-Hf-In-Ru-Tm,10,2,baseline_reference,component-final-653fb02cf18ab896913d4264,10,5492,0,42,125.6806365326047,36,52732,68,32,10,68,34,642.8975536450744
Co-Hf-In-Ru-Tm,10,3,baseline_reference,component-final-b7acec26fae84b8b39d54de1,10,4355,0,42,116.8597217630595,29,52703,54,,10,25,27,513.2343692444265
Co-Hf-In-Ru-Tm,10,2,uq_only_support_aware,support-final-bc0231b9387cc761fd09fc47,10,2949,1008.9371629143134,42,106.8369357669726,20,33356,40,48,10,89,20,1440.345249694772
Co-Hf-In-Ru-Tm,10,2,es_only_independent,component-final-657f4d096eb33983526ab044,10,3477,0,42,117.68532131891698,20,33990,36,17,10,29,18,386.7699051583186
Co-Hf-In-Ru-Tm,10,3,es_only_independent,component-final-8f115382fa4659ffa240e561,10,3273,0,42,117.6334188496694,24,38979,48,46,10,137,24,478.4218785930425
Co-Hg-Mg-Sr-W,10,2,baseline_reference,component-final-a513710c85a55f372c5d8c88,10,2475,0,78,133.33208586554974,19,32083,38,,10,153,19,577.71304147318
Co-Hg-Mg-Sr-W,10,3,baseline_reference,component-final-64e47eadb495964256adfe81,10,3628,0,78,137.6169373737648,29,41301,54,86,10,135,27,570.6305083194748
Co-Hg-Mg-Sr-W,10,2,uq_only_support_aware,support-final-6473d278b47c7754253c4b75,10,2705,1018.0043626353145,78,146.76010096399114,21,34537,40,,10,127,20,1538.8951423950493
Co-Hg-Mg-Sr-W,10,2,es_only_independent,component-final-26da98a78f5ba90b24b414c5,10,2742,0,78,131.83521693572402,19,36957,36,5,10,29,18,345.7563938088715
Co-Hg-Mg-Sr-W,10,3,es_only_independent,component-final-47e9853da825dd0ecdf395cb,10,2292,0,78,135.01155042648315,16,29936,32,5,10,92,16,335.1022911379114
Cr-Fe-Lu-Pt-Sc,10,2,baseline_reference,component-final-9cf49217c4fb8cde38e7330c,10,3976,0,32,74.98066749144346,27,59978,50,,10,,25,414.9498953409493
Cr-Fe-Lu-Pt-Sc,10,3,baseline_reference,component-final-b9159a1f0378fcfcd0e1d667,10,2582,0,32,81.65641822479665,22,38108,44,,10,227,22,585.096407388337
Cr-Fe-Lu-Pt-Sc,10,2,uq_only_support_aware,support-final-5a419d52cf8942602d057190,10,1864,1080.5016861893237,32,72.57730361167341,16,36180,32,,10,29,16,1365.7206779588014
Cr-Fe-Lu-Pt-Sc,10,2,es_only_independent,component-final-6a49e5d8318e607fb4e75108,10,3570,0,32,77.12704585772008,20,30902,36,,10,30,18,437.7454009121284
Cr-Fe-Lu-Pt-Sc,10,3,es_only_independent,component-final-109deab565db7e4bd87999bb,10,2540,0,32,79.21690384857357,20,35289,40,,10,110,20,432.1836035596207
Ho-In-Mg-Pd-Zr,10,2,baseline_reference,component-final-6d5788088f572deb59826e4b,10,2851,0,126,224.9616677397862,22,41414,44,94,10,209,22,448.9155487380922
Ho-In-Mg-Pd-Zr,10,3,baseline_reference,component-final-b6bb705f33cda63a3a660cac,10,3630,0,126,217.51575422938913,26,40731,50,32,10,200,25,597.1493658460677
Ho-In-Mg-Pd-Zr,10,2,uq_only_support_aware,support-final-0eafc204d9a6d97866ece27f,10,4019,1162.5670570591465,126,224.73740338580683,25,42863,48,103,10,147,24,1751.0799994049594
Ho-In-Mg-Pd-Zr,10,2,es_only_independent,component-final-fa38e3494fed768c959caf96,10,2734,0,126,226.48690018057823,17,29534,32,,10,29,16,329.67076622880995
Ho-In-Mg-Pd-Zr,10,3,es_only_independent,component-final-c9b4d144af64c2a06121d62b,10,4337,0,126,222.05679698195308,31,58770,62,127,10,253,31,677.544855796732
